time,tavg,tmin,tmax,prcp,snow
1973-01-01,7.4,2.8,10.8,0.0,
1973-01-02,9.0,5.0,16.2,12.0,
1973-01-03,5.5,3.8,9.9,0.0,
1973-01-04,5.6,0.1,10.2,0.0,
1973-01-05,6.1,2.0,9.1,0.0,
1973-01-06,7.1,3.1,12.2,0.0,
1973-01-07,4.0,1.8,5.6,39.0,
1973-01-08,8.1,5.6,12.4,0.5,
1973-01-09,8.3,5.2,11.4,0.0,
1973-01-10,8.4,3.9,13.4,0.0,
1973-01-11,5.4,3.2,9.9,0.0,
1973-01-12,4.4,2.7,9.0,0.0,
1973-01-13,5.5,0.1,9.0,0.0,
1973-01-14,5.2,1.0,9.7,0.0,
1973-01-15,3.4,0.9,4.0,9.0,
1973-01-16,5.9,3.0,10.1,0.0,
1973-01-17,5.4,1.4,8.9,7.0,
1973-01-18,6.2,2.7,7.8,16.5,
1973-01-19,8.3,5.6,12.3,0.0,
1973-01-20,6.6,5.0,11.9,0.0,
1973-01-21,5.3,2.8,8.9,0.0,
1973-01-22,5.4,1.4,7.9,0.0,
1973-01-23,7.7,2.9,10.9,0.0,
1973-01-24,10.0,4.7,12.9,5.0,
1973-01-25,10.9,7.5,17.3,46.0,
1973-01-26,6.0,4.4,10.1,1.0,
1973-01-27,4.9,2.0,9.4,0.0,
1973-01-28,3.5,1.6,8.3,0.0,
1973-01-29,3.7,-0.4,8.2,0.0,
1973-01-30,6.2,-0.1,10.8,0.0,
1973-01-31,6.4,2.1,10.3,0.0,
1973-02-01,7.8,1.0,15.1,0.0,
1973-02-02,3.6,2.0,7.8,0.0,
1973-02-03,4.1,0.5,6.4,0.0,
1973-02-04,6.2,2.1,11.0,0.0,
1973-02-05,7.1,1.5,9.0,1.5,
1973-02-06,8.4,7.0,13.3,0.0,
1973-02-07,3.4,0.9,8.8,0.0,
1973-02-08,2.9,-1.2,7.2,0.0,
1973-02-09,3.9,-1.9,8.6,0.0,
1973-02-10,5.4,0.4,9.4,0.0,
1973-02-11,4.4,1.0,8.0,0.0,
1973-02-12,6.4,1.9,11.5,0.0,
1973-02-13,7.5,3.4,11.1,0.0,
1973-02-14,8.8,3.2,15.2,0.0,
1973-02-15,9.1,4.9,13.5,0.0,
1973-02-16,9.4,5.7,15.0,0.0,
1973-02-17,9.9,4.2,14.8,1.5,
1973-02-18,11.8,7.2,13.9,1.5,
1973-02-19,7.6,6.1,12.2,17.5,
