datum,temperatura,leto,mesec
2015-07-01,22.7,2015,7
2015-07-02,24.2,2015,7
2015-07-03,24.7,2015,7
2015-07-04,24.6,2015,7
2015-07-05,25.6,2015,7
2015-07-06,25.7,2015,7
2015-07-07,27.4,2015,7
2015-07-08,25.2,2015,7
2015-07-09,19.2,2015,7
2015-07-10,18.8,2015,7
2015-07-11,21.7,2015,7
2015-07-12,23.8,2015,7
2015-07-13,21.6,2015,7
2015-07-14,22.8,2015,7
2015-07-15,25.5,2015,7
2015-07-16,25.1,2015,7
2015-07-17,26.1,2015,7
2015-07-18,26.3,2015,7
2015-07-19,27.6,2015,7
2015-07-20,25.9,2015,7
2015-07-21,27.1,2015,7
2015-07-22,27.8,2015,7
2015-07-23,26.5,2015,7
2015-07-24,23.8,2015,7
2015-07-25,23.0,2015,7
2015-07-26,18.9,2015,7
2015-07-27,18.3,2015,7
2015-07-28,17.9,2015,7
2015-07-29,17.3,2015,7
2015-07-30,15.4,2015,7
2015-07-31,17.3,2015,7
