time,temperatura_avg
2023-01-01,23.3
2023-01-02,24.2
2023-01-03,24.2
2023-01-04,19.5
2023-01-05,18.3
2023-01-06,18.4
2023-01-07,18.7
2023-01-08,20.3
2023-01-09,22.1
2023-01-10,22.3
2023-01-11,22.9
2023-01-12,22.9
2023-01-13,23.8
2023-01-14,23.5
2023-01-15,25.3
2023-01-16,24.5
2023-01-17,24.7
2023-01-18,23.8
2023-01-19,19.6
2023-01-20,19.3
2023-01-21,21.1
2023-01-22,18.7
2023-01-23,21.6
2023-01-24,23.0
2023-01-25,24.6
2023-01-26,25.4
2023-01-27,23.3
2023-01-28,26.7
2023-01-29,25.7
2023-01-30,23.3
2023-01-31,22.6
2023-02-01,24.1
2023-02-02,26.1
2023-02-03,23.0
2023-02-04,23.4
2023-02-05,24.1
2023-02-06,24.8
2023-02-07,24.3
2023-02-08,22.6
2023-02-09,20.9
2023-02-10,24.6
2023-02-11,26.6
2023-02-12,22.7
2023-02-13,21.0
2023-02-14,20.4
2023-02-15,23.3
2023-02-16,24.8
2023-02-17,25.1
2023-02-18,24.9
2023-02-19,24.3
2023-02-20,25.7
2023-02-21,23.4
2023-02-22,20.7
2023-02-23,20.8
2023-02-24,22.4
2023-02-25,23.4
2023-02-26,25.6
2023-02-27,22.9
2023-02-28,24.5
2023-03-01,22.9
2023-03-02,23.2
2023-03-03,21.5
2023-03-04,22.9
2023-03-05,25.5
2023-03-06,28.6
2023-03-07,25.9
2023-03-08,23.4
2023-03-09,21.9
2023-03-10,23.7
2023-03-11,25.6
2023-03-12,23.1
2023-03-13,22.6
2023-03-14,21.1
2023-03-15,23.6
2023-03-16,29.2
2023-03-17,24.7
2023-03-18,25.2
2023-03-19,26.1
2023-03-20,20.8
2023-03-21,20.8
2023-03-22,22.7
2023-03-23,21.1
2023-03-24,22.3
2023-03-25,21.6
2023-03-26,22.7
2023-03-27,22.8
2023-03-28,22.2
2023-03-29,21.7
2023-03-30,18.9
2023-03-31,19.7
2023-04-01,17.5
2023-04-02,17.4
2023-04-03,20.2
2023-04-04,20.1
2023-04-05,20.0
2023-04-06,19.6
2023-04-07,18.9
2023-04-08,19.1
2023-04-09,16.2
2023-04-10,15.1
2023-04-11,17.7
2023-04-12,18.7
2023-04-13,18.3
2023-04-14,16.7
2023-04-15,21.9
2023-04-16,18.8
2023-04-17,17.8
2023-04-18,18.5
2023-04-19,20.9
2023-04-20,17.3
2023-04-21,17.7
2023-04-22,18.4
2023-04-23,20.2
2023-04-24,18.9
2023-04-25,19.4
2023-04-26,19.4
2023-04-27,20.4
2023-04-28,22.3
2023-04-29,16.7
2023-04-30,15.2
2023-05-01,15.6
2023-05-02,17.9
2023-05-03,18.1
2023-05-04,15.3
2023-05-05,16.9
2023-05-06,15.6
2023-05-07,11.3
2023-05-08,13.4
2023-05-09,14.5
2023-05-10,14.8
2023-05-11,16.0
2023-05-12,17.4
2023-05-13,16.7
2023-05-14,15.6
2023-05-15,15.3
2023-05-16,16.7
2023-05-17,13.3
2023-05-18,13.1
2023-05-19,12.9
2023-05-20,14.1
2023-05-21,14.2
2023-05-22,13.4
2023-05-23,13.3
2023-05-24,14.2
2023-05-25,18.0
2023-05-26,11.8
2023-05-27,11.4
2023-05-28,13.2
2023-05-29,15.2
2023-05-30,15.3
2023-05-31,17.6
2023-06-01,16.6
2023-06-02,17.7
2023-06-03,18.5
2023-06-04,16.4
2023-06-05,16.1
2023-06-06,16.2
2023-06-07,16.9
2023-06-08,14.3
2023-06-09,14.7
2023-06-10,12.5
2023-06-11,12.5
2023-06-12,14.9
2023-06-13,15.5
2023-06-14,13.3
2023-06-15,13.1
2023-06-16,13.0
2023-06-17,13.1
2023-06-18,12.1
2023-06-19,12.1
2023-06-20,9.9
2023-06-21,11.9
2023-06-22,12.4
2023-06-23,14.3
2023-06-24,14.8
2023-06-25,15.4
2023-06-26,15.0
2023-06-27,14.6
2023-06-28,10.8
2023-06-29,11.2
2023-06-30,12.9
2023-07-01,13.2
2023-07-02,13.4
2023-07-03,14.9
2023-07-04,14.3
2023-07-05,15.2
2023-07-06,13.6
2023-07-07,13.3
2023-07-08,15.2
2023-07-09,14.2
2023-07-10,13.3
2023-07-11,13.6
2023-07-12,14.1
2023-07-13,14.2
2023-07-14,17.1
2023-07-15,18.7
2023-07-16,14.2
2023-07-17,14.8
2023-07-18,15.0
