datum,temperatura,leto,mesec
2013-11-01,10.4,2013,11
2013-11-02,10.9,2013,11
2013-11-03,13.1,2013,11
2013-11-04,8.9,2013,11
2013-11-05,9.1,2013,11
2013-11-06,7.7,2013,11
2013-11-07,7.8,2013,11
2013-11-08,11.3,2013,11
2013-11-09,12.2,2013,11
2013-11-10,6.9,2013,11
2013-11-11,6.1,2013,11
2013-11-12,6.2,2013,11
2013-11-13,7.1,2013,11
2013-11-14,5.5,2013,11
2013-11-15,4.6,2013,11
2013-11-16,7.0,2013,11
2013-11-17,5.7,2013,11
2013-11-18,7.5,2013,11
2013-11-19,7.0,2013,11
2013-11-20,6.6,2013,11
2013-11-21,5.6,2013,11
2013-11-22,3.2,2013,11
2013-11-23,4.3,2013,11
2013-11-24,4.8,2013,11
2013-11-25,2.2,2013,11
2013-11-26,1.0,2013,11
2013-11-27,0.8,2013,11
2013-11-28,-0.8,2013,11
2013-11-29,0.2,2013,11
2013-11-30,0.7,2013,11
