datum,temperatura,leto,mesec
2007-08-01,17.4,2007,8
2007-08-02,20.3,2007,8
2007-08-03,17.2,2007,8
2007-08-04,17.7,2007,8
2007-08-05,19.4,2007,8
2007-08-06,20.7,2007,8
2007-08-07,22.6,2007,8
2007-08-08,21.0,2007,8
2007-08-09,18.3,2007,8
2007-08-10,17.2,2007,8
2007-08-11,16.6,2007,8
2007-08-12,18.6,2007,8
2007-08-13,19.1,2007,8
2007-08-14,19.6,2007,8
2007-08-15,21.7,2007,8
2007-08-16,21.9,2007,8
2007-08-17,21.0,2007,8
2007-08-18,17.9,2007,8
2007-08-19,19.4,2007,8
2007-08-20,16.5,2007,8
2007-08-21,16.6,2007,8
2007-08-22,18.2,2007,8
2007-08-23,18.3,2007,8
2007-08-24,20.0,2007,8
2007-08-25,21.1,2007,8
2007-08-26,22.0,2007,8
2007-08-27,21.9,2007,8
2007-08-28,20.4,2007,8
2007-08-29,17.9,2007,8
2007-08-30,15.8,2007,8
2007-08-31,15.2,2007,8
