datum,temperatura,leto,mesec
2024-12-01,5.2,2024,12
2024-12-02,2.2,2024,12
2024-12-03,2.4,2024,12
2024-12-04,3.6,2024,12
2024-12-05,1.8,2024,12
2024-12-06,0.8,2024,12
2024-12-07,2.5,2024,12
2024-12-08,1.8,2024,12
2024-12-09,2.6,2024,12
2024-12-10,3.4,2024,12
2024-12-11,2.2,2024,12
2024-12-12,1.8,2024,12
2024-12-13,0.2,2024,12
2024-12-14,0.7,2024,12
2024-12-15,1.2,2024,12
2024-12-16,3.4,2024,12
2024-12-17,4.4,2024,12
2024-12-18,3.2,2024,12
2024-12-19,6.3,2024,12
2024-12-20,5.6,2024,12
2024-12-21,1.5,2024,12
2024-12-22,0.9,2024,12
2024-12-23,2.1,2024,12
2024-12-24,4.4,2024,12
2024-12-25,4.2,2024,12
2024-12-26,0.3,2024,12
2024-12-27,0.2,2024,12
2024-12-28,1.1,2024,12
2024-12-29,1.3,2024,12
2024-12-30,1.2,2024,12
2024-12-31,0.0,2024,12
