time,tavg,tmin,tmax,prcp,snow
1980-01-01,19.8,21.0,25.1,0.0,
1980-01-02,19.2,17.9,20.5,18.0,
1980-01-03,21.8,18.5,25.1,34.6,
1980-01-04,21.7,20.5,28.5,13.4,
1980-01-05,21.4,18.5,24.7,0.0,
1980-01-06,20.4,18.9,25.5,0.0,
1980-01-07,20.6,18.2,23.7,3.6,
1980-01-08,20.7,18.0,24.0,0.0,
1980-01-09,21.6,17.1,25.0,0.0,
1980-01-10,19.8,19.1,24.7,0.0,
1980-01-11,26.7,15.8,34.0,10.4,
1980-01-12,21.5,19.1,25.6,0.2,
1980-01-13,19.2,15.2,26.4,0.0,
1980-01-14,20.7,15.8,24.3,15.4,
1980-01-15,26.0,15.5,33.6,1.2,
1980-01-16,20.8,19.1,23.2,0.0,
1980-01-17,22.3,18.0,25.0,0.0,
1980-01-18,28.8,18.5,39.9,0.0,
1980-01-19,20.6,21.5,25.0,0.0,
1980-01-20,20.2,19.4,25.2,0.0,
1980-01-21,21.7,18.4,25.5,0.2,
1980-01-22,22.2,19.0,24.6,0.0,
1980-01-23,21.3,19.8,30.0,0.0,
1980-01-24,22.5,19.1,25.0,0.0,
1980-01-25,27.6,21.1,29.6,0.0,
1980-01-26,24.8,22.7,34.9,0.0,
1980-01-27,20.7,19.2,22.2,0.0,
1980-01-28,25.0,19.6,29.1,0.0,
1980-01-29,26.6,21.2,36.0,0.0,
1980-01-30,24.4,20.8,27.2,0.0,
1980-01-31,26.0,21.5,30.6,0.0,
1980-02-01,25.2,23.6,31.4,0.0,
1980-02-02,24.7,22.7,30.8,52.6,
1980-02-03,18.0,19.5,20.6,1.2,
1980-02-04,23.2,17.5,25.1,1.2,
1980-02-05,21.3,19.5,23.7,0.0,
1980-02-06,20.0,17.7,25.6,5.2,
1980-02-07,19.2,17.8,21.1,0.0,
1980-02-08,22.8,16.9,32.2,0.0,
1980-02-09,19.8,17.3,22.6,0.0,
1980-02-10,18.2,18.2,21.3,0.0,
1980-02-11,20.8,15.2,25.7,0.0,
1980-02-12,21.5,16.3,26.7,0.0,
1980-02-13,22.5,16.0,26.9,0.0,
1980-02-14,19.0,18.9,26.2,0.0,
1980-02-15,20.7,14.0,25.7,0.0,
1980-02-16,21.0,16.0,24.7,0.0,
1980-02-17,22.2,19.3,25.7,0.0,
1980-02-18,23.3,20.5,26.5,0.0,
1980-02-19,24.7,20.1,29.3,0.2,
1980-02-20,24.8,20.8,31.2,0.0,
1980-02-21,30.5,20.8,42.6,0.0,
1980-02-22,22.2,21.5,24.9,1.4,
1980-02-23,21.7,20.1,25.4,8.2,
1980-02-24,25.2,18.3,36.4,0.2,
1980-02-25,20.2,19.4,22.9,0.0,
1980-02-26,21.2,17.9,25.4,0.0,
1980-02-27,23.0,16.3,27.8,0.0,
1980-02-28,22.7,19.8,27.1,3.0,
1980-02-29,21.8,18.6,25.7,0.0,
1980-03-01,22.8,18.4,25.4,0.0,
1980-03-02,24.0,20.0,28.2,0.0,
1980-03-03,22.8,20.9,27.0,0.0,
1980-03-04,25.7,19.4,32.9,0.0,
1980-03-05,24.2,23.4,27.4,0.0,
1980-03-06,23.2,21.7,27.4,0.0,
1980-03-07,22.0,19.0,26.9,0.0,
1980-03-08,20.7,17.2,27.9,0.0,
1980-03-09,17.0,16.1,19.2,6.2,
