datum,temperatura,leto,mesec
2003-09-01,13.9,2003,9
2003-09-02,14.4,2003,9
2003-09-03,13.1,2003,9
2003-09-04,14.8,2003,9
2003-09-05,16.6,2003,9
2003-09-06,17.7,2003,9
2003-09-07,18.2,2003,9
2003-09-08,16.9,2003,9
2003-09-09,14.9,2003,9
2003-09-10,16.1,2003,9
2003-09-11,14.4,2003,9
2003-09-12,13.3,2003,9
2003-09-13,14.3,2003,9
2003-09-14,14.7,2003,9
2003-09-15,14.2,2003,9
2003-09-16,14.9,2003,9
2003-09-17,16.6,2003,9
2003-09-18,18.4,2003,9
2003-09-19,19.3,2003,9
2003-09-20,18.4,2003,9
2003-09-21,19.6,2003,9
2003-09-22,18.4,2003,9
2003-09-23,17.0,2003,9
2003-09-24,13.7,2003,9
2003-09-25,11.2,2003,9
2003-09-26,11.7,2003,9
2003-09-27,12.8,2003,9
2003-09-28,12.8,2003,9
2003-09-29,13.1,2003,9
2003-09-30,12.2,2003,9
