datum,temperatura,leto,mesec
2013-05-01,20.4,2013,5
2013-05-02,18.2,2013,5
2013-05-03,18.2,2013,5
2013-05-04,16.0,2013,5
2013-05-05,14.9,2013,5
2013-05-06,15.8,2013,5
2013-05-07,16.8,2013,5
2013-05-08,16.7,2013,5
2013-05-09,17.9,2013,5
2013-05-10,18.1,2013,5
2013-05-11,14.8,2013,5
2013-05-12,14.5,2013,5
2013-05-13,13.6,2013,5
2013-05-14,15.3,2013,5
2013-05-15,16.3,2013,5
2013-05-16,14.1,2013,5
2013-05-17,14.9,2013,5
2013-05-18,15.9,2013,5
2013-05-19,15.6,2013,5
2013-05-20,14.7,2013,5
2013-05-21,15.1,2013,5
2013-05-22,15.5,2013,5
2013-05-23,13.6,2013,5
2013-05-24,11.0,2013,5
2013-05-25,10.8,2013,5
2013-05-26,11.2,2013,5
2013-05-27,13.7,2013,5
2013-05-28,15.0,2013,5
2013-05-29,15.3,2013,5
2013-05-30,12.9,2013,5
2013-05-31,11.3,2013,5
