datum,temperatura,leto,mesec
2015-06-01,19.4,2015,6
2015-06-02,21.1,2015,6
2015-06-03,23.0,2015,6
2015-06-04,23.3,2015,6
2015-06-05,22.1,2015,6
2015-06-06,23.4,2015,6
2015-06-07,24.5,2015,6
2015-06-08,23.3,2015,6
2015-06-09,22.2,2015,6
2015-06-10,20.8,2015,6
2015-06-11,22.4,2015,6
2015-06-12,24.4,2015,6
2015-06-13,23.4,2015,6
2015-06-14,22.0,2015,6
2015-06-15,20.7,2015,6
2015-06-16,17.7,2015,6
2015-06-17,17.0,2015,6
2015-06-18,18.2,2015,6
2015-06-19,17.4,2015,6
2015-06-20,14.9,2015,6
2015-06-21,14.6,2015,6
2015-06-22,18.1,2015,6
2015-06-23,14.9,2015,6
2015-06-24,15.5,2015,6
2015-06-25,16.9,2015,6
2015-06-26,19.5,2015,6
2015-06-27,19.5,2015,6
2015-06-28,19.8,2015,6
2015-06-29,20.1,2015,6
2015-06-30,21.2,2015,6
