,time,temperatura_avg
9496,1976-01-01,
9497,1976-01-02,
9498,1976-01-03,
9499,1976-01-04,
9500,1976-01-05,
9501,1976-01-06,
9502,1976-01-07,
9503,1976-01-08,
9504,1976-01-09,
9505,1976-01-10,
9506,1976-01-11,
9507,1976-01-12,
9508,1976-01-13,
9509,1976-01-14,
9510,1976-01-15,
9511,1976-01-16,
9512,1976-01-17,
9513,1976-01-18,
9514,1976-01-19,
9515,1976-01-20,
9516,1976-01-21,
9517,1976-01-22,
9518,1976-01-23,
9519,1976-01-24,
9520,1976-01-25,
9521,1976-01-26,
9522,1976-01-27,
9523,1976-01-28,
9524,1976-01-29,
9525,1976-01-30,
9526,1976-01-31,
9527,1976-02-01,
9528,1976-02-02,
9529,1976-02-03,
9530,1976-02-04,
9531,1976-02-05,
9532,1976-02-06,
9533,1976-02-07,
9534,1976-02-08,
9535,1976-02-09,
9536,1976-02-10,
9537,1976-02-11,
9538,1976-02-12,
9539,1976-02-13,
9540,1976-02-14,
9541,1976-02-15,
9542,1976-02-16,
9543,1976-02-17,
9544,1976-02-18,
9545,1976-02-19,
9546,1976-02-20,
9547,1976-02-21,
9548,1976-02-22,
9549,1976-02-23,
9550,1976-02-24,
9551,1976-02-25,
9552,1976-02-26,
9553,1976-02-27,
9554,1976-02-28,
9555,1976-02-29,
9556,1976-03-01,
9557,1976-03-02,
9558,1976-03-03,
9559,1976-03-04,
9560,1976-03-05,
9561,1976-03-06,
9562,1976-03-07,
9563,1976-03-08,
9564,1976-03-09,
9565,1976-03-10,
9566,1976-03-11,
9567,1976-03-12,
9568,1976-03-13,
9569,1976-03-14,
9570,1976-03-15,
9571,1976-03-16,
9572,1976-03-17,
9573,1976-03-18,
9574,1976-03-19,
9575,1976-03-20,
9576,1976-03-21,
9577,1976-03-22,
9578,1976-03-23,
9579,1976-03-24,
9580,1976-03-25,
9581,1976-03-26,
9582,1976-03-27,
9583,1976-03-28,
9584,1976-03-29,
9585,1976-03-30,
9586,1976-03-31,
9587,1976-04-01,
9588,1976-04-02,
9589,1976-04-03,
9590,1976-04-04,
9591,1976-04-05,
9592,1976-04-06,
9593,1976-04-07,
9594,1976-04-08,
9595,1976-04-09,
9596,1976-04-10,
9597,1976-04-11,
9598,1976-04-12,
