,time,temperatura_avg
20089,2005-01-01,-17.2
20090,2005-01-02,-8.3
20091,2005-01-03,-6.1
20092,2005-01-04,-13.3
20093,2005-01-05,-17.8
20094,2005-01-06,-12.2
20095,2005-01-07,-3.9
20096,2005-01-08,-12.2
20097,2005-01-09,-26.1
20098,2005-01-10,-28.3
20099,2005-01-11,-27.8
20100,2005-01-12,-26.7
20101,2005-01-13,-29.4
20102,2005-01-14,-30.0
20103,2005-01-15,-32.2
20104,2005-01-16,-35.6
20105,2005-01-17,-32.2
20106,2005-01-18,-25.6
20107,2005-01-19,-22.2
20108,2005-01-20,-23.3
20109,2005-01-21,-23.9
20110,2005-01-22,-20.6
20111,2005-01-23,-20.6
20112,2005-01-24,-25.6
20113,2005-01-25,-25.6
20114,2005-01-26,-28.3
20115,2005-01-27,-28.9
20116,2005-01-28,-22.8
20117,2005-01-29,-15.6
20118,2005-01-30,-18.9
20119,2005-01-31,-26.1
20120,2005-02-01,-25.0
20121,2005-02-02,-21.7
20122,2005-02-03,-26.7
20123,2005-02-04,-25.6
20124,2005-02-05,-26.1
20125,2005-02-06,-24.4
20126,2005-02-07,-27.8
20127,2005-02-08,-25.6
20128,2005-02-09,-21.1
20129,2005-02-10,-22.2
20130,2005-02-11,-23.9
20131,2005-02-12,-26.7
20132,2005-02-13,-28.9
20133,2005-02-14,-23.9
20134,2005-02-15,-18.3
20135,2005-02-16,-17.8
20136,2005-02-17,-19.4
20137,2005-02-18,-25.0
20138,2005-02-19,-26.7
20139,2005-02-20,-26.1
20140,2005-02-21,-26.1
20141,2005-02-22,-31.7
20142,2005-02-23,-25.0
20143,2005-02-24,-25.0
20144,2005-02-25,-25.0
20145,2005-02-26,-26.7
20146,2005-02-27,-17.8
20147,2005-02-28,-28.9
20148,2005-03-01,-29.4
20149,2005-03-02,-31.1
20150,2005-03-03,-31.7
20151,2005-03-04,-30.6
20152,2005-03-05,-28.3
20153,2005-03-06,-26.7
20154,2005-03-07,-27.2
20155,2005-03-08,-26.7
20156,2005-03-09,-23.3
20157,2005-03-10,-20.6
20158,2005-03-11,-21.1
20159,2005-03-12,-17.2
20160,2005-03-13,-13.9
20161,2005-03-14,-23.3
20162,2005-03-15,-16.7
20163,2005-03-16,-16.7
20164,2005-03-17,-12.8
20165,2005-03-18,-12.2
20166,2005-03-19,-20.6
20167,2005-03-20,-21.1
20168,2005-03-21,-21.1
20169,2005-03-22,-16.1
20170,2005-03-23,-14.4
20171,2005-03-24,-16.7
20172,2005-03-25,-22.8
20173,2005-03-26,-21.1
20174,2005-03-27,-25.6
20175,2005-03-28,-25.0
20176,2005-03-29,-25.0
20177,2005-03-30,-24.4
20178,2005-03-31,-25.6
20179,2005-04-01,-25.0
20180,2005-04-02,-22.2
20181,2005-04-03,-21.7
20182,2005-04-04,-22.8
20183,2005-04-05,-23.3
20184,2005-04-06,-20.6
20185,2005-04-07,-19.4
20186,2005-04-08,-19.4
20187,2005-04-09,-18.9
20188,2005-04-10,-16.7
20189,2005-04-11,-20.6
