datum,temperatura,leto,mesec
2010-05-01,17.7,2010,5
2010-05-02,16.8,2010,5
2010-05-03,15.2,2010,5
2010-05-04,14.6,2010,5
2010-05-05,14.0,2010,5
2010-05-06,14.3,2010,5
2010-05-07,13.8,2010,5
2010-05-08,12.4,2010,5
2010-05-09,14.1,2010,5
2010-05-10,15.7,2010,5
2010-05-11,15.5,2010,5
2010-05-12,15.3,2010,5
2010-05-13,14.0,2010,5
2010-05-14,14.2,2010,5
2010-05-15,10.2,2010,5
2010-05-16,9.8,2010,5
2010-05-17,12.7,2010,5
2010-05-18,13.5,2010,5
2010-05-19,12.2,2010,5
2010-05-20,12.4,2010,5
2010-05-21,14.3,2010,5
2010-05-22,16.9,2010,5
2010-05-23,17.2,2010,5
2010-05-24,18.4,2010,5
2010-05-25,19.7,2010,5
2010-05-26,19.8,2010,5
2010-05-27,19.4,2010,5
2010-05-28,17.7,2010,5
2010-05-29,17.5,2010,5
2010-05-30,16.7,2010,5
2010-05-31,12.4,2010,5
