datum,temperatura,leto,mesec
2024-01-01,9.2,2024,1
2024-01-02,5.7,2024,1
2024-01-03,7.3,2024,1
2024-01-04,5.9,2024,1
2024-01-05,8.4,2024,1
2024-01-06,9.7,2024,1
2024-01-07,7.8,2024,1
2024-01-08,4.4,2024,1
2024-01-09,1.8,2024,1
2024-01-10,1.5,2024,1
2024-01-11,1.0,2024,1
2024-01-12,1.5,2024,1
2024-01-13,0.7,2024,1
2024-01-14,3.0,2024,1
2024-01-15,4.0,2024,1
2024-01-16,3.8,2024,1
2024-01-17,3.8,2024,1
2024-01-18,6.9,2024,1
2024-01-19,4.6,2024,1
2024-01-20,-1.3,2024,1
2024-01-21,0.5,2024,1
2024-01-22,0.5,2024,1
2024-01-23,3.3,2024,1
2024-01-24,3.7,2024,1
2024-01-25,5.9,2024,1
2024-01-26,5.2,2024,1
2024-01-27,5.5,2024,1
2024-01-28,3.7,2024,1
2024-01-29,2.5,2024,1
2024-01-30,3.0,2024,1
2024-01-31,3.0,2024,1
