datum,temperatura,leto,mesec
2016-09-01,20.1,2016,9
2016-09-02,20.6,2016,9
2016-09-03,20.7,2016,9
2016-09-04,20.8,2016,9
2016-09-05,18.7,2016,9
2016-09-06,15.7,2016,9
2016-09-07,18.2,2016,9
2016-09-08,18.4,2016,9
2016-09-09,20.3,2016,9
2016-09-10,19.7,2016,9
2016-09-11,19.4,2016,9
2016-09-12,20.0,2016,9
2016-09-13,20.2,2016,9
2016-09-14,20.6,2016,9
2016-09-15,18.6,2016,9
2016-09-16,18.2,2016,9
2016-09-17,16.8,2016,9
2016-09-18,15.0,2016,9
2016-09-19,15.5,2016,9
2016-09-20,14.6,2016,9
2016-09-21,13.0,2016,9
2016-09-22,13.5,2016,9
2016-09-23,14.5,2016,9
2016-09-24,15.7,2016,9
2016-09-25,15.0,2016,9
2016-09-26,14.9,2016,9
2016-09-27,14.9,2016,9
2016-09-28,15.2,2016,9
2016-09-29,15.5,2016,9
2016-09-30,15.5,2016,9
