,time,temperatura_avg
0,1950-01-01,
1,1950-01-02,
2,1950-01-03,
3,1950-01-04,
4,1950-01-05,
5,1950-01-06,
6,1950-01-07,
7,1950-01-08,
8,1950-01-09,
9,1950-01-10,
10,1950-01-11,
11,1950-01-12,
12,1950-01-13,
13,1950-01-14,
14,1950-01-15,
15,1950-01-16,
16,1950-01-17,
17,1950-01-18,
18,1950-01-19,
19,1950-01-20,
20,1950-01-21,
21,1950-01-22,
22,1950-01-23,
23,1950-01-24,
24,1950-01-25,
25,1950-01-26,
26,1950-01-27,
27,1950-01-28,
28,1950-01-29,
29,1950-01-30,
30,1950-01-31,
31,1950-02-01,
32,1950-02-02,
33,1950-02-03,
34,1950-02-04,
35,1950-02-05,
36,1950-02-06,
37,1950-02-07,
38,1950-02-08,
39,1950-02-09,
40,1950-02-10,
41,1950-02-11,
42,1950-02-12,
43,1950-02-13,
44,1950-02-14,
45,1950-02-15,
46,1950-02-16,
47,1950-02-17,
48,1950-02-18,
49,1950-02-19,
50,1950-02-20,
51,1950-02-21,
52,1950-02-22,
53,1950-02-23,
54,1950-02-24,
55,1950-02-25,
56,1950-02-26,
57,1950-02-27,
58,1950-02-28,
59,1950-03-01,
60,1950-03-02,
61,1950-03-03,
62,1950-03-04,
63,1950-03-05,
64,1950-03-06,
65,1950-03-07,
66,1950-03-08,
67,1950-03-09,
68,1950-03-10,
69,1950-03-11,
70,1950-03-12,
71,1950-03-13,
72,1950-03-14,
73,1950-03-15,
74,1950-03-16,
75,1950-03-17,
76,1950-03-18,
77,1950-03-19,
78,1950-03-20,
79,1950-03-21,
80,1950-03-22,
81,1950-03-23,
82,1950-03-24,
83,1950-03-25,
84,1950-03-26,
85,1950-03-27,
86,1950-03-28,
87,1950-03-29,
88,1950-03-30,
89,1950-03-31,
90,1950-04-01,
91,1950-04-02,
92,1950-04-03,
93,1950-04-04,
94,1950-04-05,
95,1950-04-06,
96,1950-04-07,
97,1950-04-08,
98,1950-04-09,
99,1950-04-10,
100,1950-04-11,
101,1950-04-12,
102,1950-04-13,
103,1950-04-14,
104,1950-04-15,
105,1950-04-16,
106,1950-04-17,
107,1950-04-18,
108,1950-04-19,
109,1950-04-20,
110,1950-04-21,
111,1950-04-22,
112,1950-04-23,
113,1950-04-24,
114,1950-04-25,
115,1950-04-26,
116,1950-04-27,
117,1950-04-28,
118,1950-04-29,
119,1950-04-30,
120,1950-05-01,
121,1950-05-02,
122,1950-05-03,
123,1950-05-04,
124,1950-05-05,
125,1950-05-06,
126,1950-05-07,
127,1950-05-08,
128,1950-05-09,
129,1950-05-10,
130,1950-05-11,
131,1950-05-12,
132,1950-05-13,
133,1950-05-14,
134,1950-05-15,
135,1950-05-16,
136,1950-05-17,
137,1950-05-18,
138,1950-05-19,
139,1950-05-20,
140,1950-05-21,
141,1950-05-22,
142,1950-05-23,
143,1950-05-24,
144,1950-05-25,
145,1950-05-26,
146,1950-05-27,
147,1950-05-28,
148,1950-05-29,
149,1950-05-30,
150,1950-05-31,
151,1950-06-01,
152,1950-06-02,
153,1950-06-03,
154,1950-06-04,
155,1950-06-05,
156,1950-06-06,
157,1950-06-07,
158,1950-06-08,
159,1950-06-09,
160,1950-06-10,
161,1950-06-11,
162,1950-06-12,
163,1950-06-13,
164,1950-06-14,
165,1950-06-15,
166,1950-06-16,
167,1950-06-17,
168,1950-06-18,
169,1950-06-19,
170,1950-06-20,
171,1950-06-21,
172,1950-06-22,
173,1950-06-23,
174,1950-06-24,
175,1950-06-25,
176,1950-06-26,
177,1950-06-27,
178,1950-06-28,
179,1950-06-29,
180,1950-06-30,
181,1950-07-01,
182,1950-07-02,
183,1950-07-03,
184,1950-07-04,
185,1950-07-05,
186,1950-07-06,
187,1950-07-07,
188,1950-07-08,
189,1950-07-09,
190,1950-07-10,
191,1950-07-11,
192,1950-07-12,
193,1950-07-13,
194,1950-07-14,
195,1950-07-15,
196,1950-07-16,
197,1950-07-17,
198,1950-07-18,
199,1950-07-19,
200,1950-07-20,
201,1950-07-21,
202,1950-07-22,
203,1950-07-23,
204,1950-07-24,
205,1950-07-25,
206,1950-07-26,
207,1950-07-27,
208,1950-07-28,
209,1950-07-29,
210,1950-07-30,
211,1950-07-31,
212,1950-08-01,
213,1950-08-02,
214,1950-08-03,
215,1950-08-04,
216,1950-08-05,
217,1950-08-06,
218,1950-08-07,
219,1950-08-08,
220,1950-08-09,
221,1950-08-10,
222,1950-08-11,
223,1950-08-12,
224,1950-08-13,
225,1950-08-14,
226,1950-08-15,
227,1950-08-16,
228,1950-08-17,
229,1950-08-18,
230,1950-08-19,
231,1950-08-20,
232,1950-08-21,
233,1950-08-22,
234,1950-08-23,
235,1950-08-24,
236,1950-08-25,
237,1950-08-26,
238,1950-08-27,
239,1950-08-28,
240,1950-08-29,
241,1950-08-30,
242,1950-08-31,
243,1950-09-01,
244,1950-09-02,
245,1950-09-03,
246,1950-09-04,
247,1950-09-05,
248,1950-09-06,
249,1950-09-07,
250,1950-09-08,
251,1950-09-09,
252,1950-09-10,
253,1950-09-11,
254,1950-09-12,
255,1950-09-13,
256,1950-09-14,
257,1950-09-15,
258,1950-09-16,
259,1950-09-17,
260,1950-09-18,
261,1950-09-19,
262,1950-09-20,
263,1950-09-21,
264,1950-09-22,
265,1950-09-23,
266,1950-09-24,
267,1950-09-25,
268,1950-09-26,
269,1950-09-27,
270,1950-09-28,
271,1950-09-29,
272,1950-09-30,
273,1950-10-01,
274,1950-10-02,
275,1950-10-03,
276,1950-10-04,
277,1950-10-05,
278,1950-10-06,
279,1950-10-07,
280,1950-10-08,
281,1950-10-09,
282,1950-10-10,
283,1950-10-11,
284,1950-10-12,
285,1950-10-13,
