,time,temperatura_avg
16801,1996-01-01,25.2
16802,1996-01-02,25.4
16803,1996-01-03,26.8
16804,1996-01-04,24.2
16805,1996-01-05,24.1
16806,1996-01-06,23.1
16807,1996-01-07,25.0
16808,1996-01-08,25.6
16809,1996-01-09,25.8
16810,1996-01-10,27.7
16811,1996-01-11,23.1
16812,1996-01-12,21.3
16813,1996-01-13,21.6
16814,1996-01-14,20.2
16815,1996-01-15,22.4
16816,1996-01-16,23.3
16817,1996-01-17,22.8
16818,1996-01-18,22.4
16819,1996-01-19,22.5
16820,1996-01-20,22.8
16821,1996-01-21,23.8
16822,1996-01-22,24.6
16823,1996-01-23,22.1
16824,1996-01-24,23.4
16825,1996-01-25,25.0
16826,1996-01-26,25.9
16827,1996-01-27,25.1
16828,1996-01-28,23.9
16829,1996-01-29,24.6
16830,1996-01-30,26.4
16831,1996-01-31,24.1
16832,1996-02-01,22.7
16833,1996-02-02,22.7
16834,1996-02-03,22.9
16835,1996-02-04,23.6
16836,1996-02-05,22.3
16837,1996-02-06,20.1
16838,1996-02-07,25.1
16839,1996-02-08,23.6
16840,1996-02-09,23.1
16841,1996-02-10,20.1
16842,1996-02-11,16.1
16843,1996-02-12,20.5
16844,1996-02-13,21.9
16845,1996-02-14,23.8
16846,1996-02-15,24.0
16847,1996-02-16,25.4
16848,1996-02-17,26.7
16849,1996-02-18,25.5
16850,1996-02-19,26.6
16851,1996-02-20,23.4
16852,1996-02-21,23.1
16853,1996-02-22,26.2
16854,1996-02-23,22.9
16855,1996-02-24,20.1
16856,1996-02-25,22.8
16857,1996-02-26,25.5
16858,1996-02-27,26.6
16859,1996-02-28,25.3
16860,1996-02-29,22.4
16861,1996-03-01,19.9
16862,1996-03-02,22.2
16863,1996-03-03,22.7
16864,1996-03-04,22.8
16865,1996-03-05,22.8
16866,1996-03-06,23.2
16867,1996-03-07,23.9
16868,1996-03-08,25.1
16869,1996-03-09,23.7
16870,1996-03-10,23.7
16871,1996-03-11,24.4
16872,1996-03-12,22.8
16873,1996-03-13,23.6
16874,1996-03-14,23.8
16875,1996-03-15,25.7
16876,1996-03-16,24.3
16877,1996-03-17,25.8
16878,1996-03-18,25.7
16879,1996-03-19,25.4
16880,1996-03-20,24.6
16881,1996-03-21,24.8
16882,1996-03-22,21.1
16883,1996-03-23,17.9
16884,1996-03-24,16.7
16885,1996-03-25,20.2
16886,1996-03-26,20.4
16887,1996-03-27,20.6
16888,1996-03-28,24.1
16889,1996-03-29,24.5
16890,1996-03-30,23.4
16891,1996-03-31,22.9
16892,1996-04-01,24.1
16893,1996-04-02,21.8
16894,1996-04-03,18.7
16895,1996-04-04,19.4
16896,1996-04-05,21.9
16897,1996-04-06,20.6
16898,1996-04-07,16.8
16899,1996-04-08,20.7
16900,1996-04-09,21.6
16901,1996-04-10,17.1
16902,1996-04-11,20.3
16903,1996-04-12,22.6
16904,1996-04-13,19.7
16905,1996-04-14,20.3
16906,1996-04-15,17.4
16907,1996-04-16,13.7
16908,1996-04-17,12.8
16909,1996-04-18,
16910,1996-04-19,16.7
16911,1996-04-20,17.7
16912,1996-04-21,18.8
16913,1996-04-22,19.0
16914,1996-04-23,19.9
16915,1996-04-24,19.0
16916,1996-04-25,17.0
16917,1996-04-26,17.2
16918,1996-04-27,18.2
16919,1996-04-28,18.4
16920,1996-04-29,19.6
16921,1996-04-30,19.2
16922,1996-05-01,18.7
16923,1996-05-02,18.3
16924,1996-05-03,17.9
16925,1996-05-04,19.4
16926,1996-05-05,21.3
16927,1996-05-06,21.2
16928,1996-05-07,20.9
16929,1996-05-08,16.0
16930,1996-05-09,17.9
16931,1996-05-10,17.5
16932,1996-05-11,17.1
16933,1996-05-12,17.8
16934,1996-05-13,18.7
16935,1996-05-14,15.5
16936,1996-05-15,14.9
16937,1996-05-16,16.6
16938,1996-05-17,16.4
16939,1996-05-18,15.3
16940,1996-05-19,14.4
16941,1996-05-20,11.2
16942,1996-05-21,11.9
16943,1996-05-22,13.6
16944,1996-05-23,11.8
16945,1996-05-24,12.7
16946,1996-05-25,13.1
16947,1996-05-26,12.0
16948,1996-05-27,13.8
16949,1996-05-28,14.1
16950,1996-05-29,14.6
16951,1996-05-30,10.3
16952,1996-05-31,9.4
16953,1996-06-01,10.1
16954,1996-06-02,10.6
16955,1996-06-03,10.7
16956,1996-06-04,10.7
16957,1996-06-05,12.4
16958,1996-06-06,12.1
16959,1996-06-07,11.1
16960,1996-06-08,11.8
16961,1996-06-09,12.9
16962,1996-06-10,14.8
16963,1996-06-11,16.3
16964,1996-06-12,18.9
16965,1996-06-13,18.7
16966,1996-06-14,17.0
16967,1996-06-15,12.2
16968,1996-06-16,9.4
16969,1996-06-17,8.7
16970,1996-06-18,7.3
16971,1996-06-19,5.7
16972,1996-06-20,6.9
16973,1996-06-21,8.4
16974,1996-06-22,10.5
16975,1996-06-23,6.7
16976,1996-06-24,7.7
16977,1996-06-25,8.4
16978,1996-06-26,7.6
16979,1996-06-27,6.7
16980,1996-06-28,4.9
16981,1996-06-29,5.2
16982,1996-06-30,7.1
16983,1996-07-01,8.8
16984,1996-07-02,12.8
16985,1996-07-03,9.9
16986,1996-07-04,7.2
16987,1996-07-05,8.2
16988,1996-07-06,8.4
16989,1996-07-07,10.5
16990,1996-07-08,11.1
16991,1996-07-09,9.9
16992,1996-07-10,10.8
16993,1996-07-11,10.9
16994,1996-07-12,9.8
16995,1996-07-13,11.4
16996,1996-07-14,7.4
16997,1996-07-15,7.6
16998,1996-07-16,8.8
16999,1996-07-17,10.3
17000,1996-07-18,10.2
17001,1996-07-19,12.4
17002,1996-07-20,10.6
17003,1996-07-21,6.9
17004,1996-07-22,7.6
17005,1996-07-23,9.9
17006,1996-07-24,9.8
17007,1996-07-25,9.3
17008,1996-07-26,7.8
17009,1996-07-27,12.3
17010,1996-07-28,12.2
17011,1996-07-29,13.3
17012,1996-07-30,14.2
17013,1996-07-31,14.0
17014,1996-08-01,14.2
17015,1996-08-02,11.3
17016,1996-08-03,12.2
17017,1996-08-04,12.8
17018,1996-08-05,12.7
17019,1996-08-06,11.0
17020,1996-08-07,10.4
17021,1996-08-08,11.5
17022,1996-08-09,12.9
17023,1996-08-10,11.8
17024,1996-08-11,13.4
17025,1996-08-12,13.7
17026,1996-08-13,16.3
17027,1996-08-14,14.3
17028,1996-08-15,13.1
17029,1996-08-16,14.8
17030,1996-08-17,15.4
17031,1996-08-18,17.2
17032,1996-08-19,18.3
17033,1996-08-20,20.0
17034,1996-08-21,15.6
17035,1996-08-22,17.8
17036,1996-08-23,20.3
17037,1996-08-24,22.7
17038,1996-08-25,12.2
17039,1996-08-26,10.8
17040,1996-08-27,12.2
17041,1996-08-28,14.6
17042,1996-08-29,16.2
17043,1996-08-30,14.2
17044,1996-08-31,16.1
17045,1996-09-01,14.3
17046,1996-09-02,12.3
17047,1996-09-03,11.6
17048,1996-09-04,10.5
17049,1996-09-05,10.1
17050,1996-09-06,10.8
17051,1996-09-07,12.5
17052,1996-09-08,9.5
17053,1996-09-09,10.6
17054,1996-09-10,13.8
17055,1996-09-11,14.2
17056,1996-09-12,15.6
17057,1996-09-13,17.1
17058,1996-09-14,18.3
17059,1996-09-15,12.4
17060,1996-09-16,10.2
17061,1996-09-17,12.7
17062,1996-09-18,14.4
17063,1996-09-19,16.0
17064,1996-09-20,16.4
17065,1996-09-21,17.0
17066,1996-09-22,15.6
17067,1996-09-23,15.1
17068,1996-09-24,12.1
17069,1996-09-25,12.8
17070,1996-09-26,14.2
17071,1996-09-27,14.3
17072,1996-09-28,14.7
17073,1996-09-29,15.9
17074,1996-09-30,17.9
17075,1996-10-01,17.4
17076,1996-10-02,17.7
17077,1996-10-03,17.6
17078,1996-10-04,17.9
17079,1996-10-05,17.9
17080,1996-10-06,18.1
17081,1996-10-07,18.9
17082,1996-10-08,21.3
17083,1996-10-09,20.8
17084,1996-10-10,20.5
17085,1996-10-11,19.1
17086,1996-10-12,16.8
17087,1996-10-13,18.6
17088,1996-10-14,17.4
17089,1996-10-15,19.4
17090,1996-10-16,22.3
17091,1996-10-17,19.5
17092,1996-10-18,18.9
17093,1996-10-19,17.1
17094,1996-10-20,12.2
17095,1996-10-21,12.7
17096,1996-10-22,13.9
17097,1996-10-23,15.9
17098,1996-10-24,17.7
17099,1996-10-25,17.5
17100,1996-10-26,21.9
17101,1996-10-27,20.9
17102,1996-10-28,20.3
17103,1996-10-29,19.3
17104,1996-10-30,19.2
17105,1996-10-31,16.9
17106,1996-11-01,18.3
17107,1996-11-02,20.9
17108,1996-11-03,19.8
17109,1996-11-04,18.6
17110,1996-11-05,22.5
17111,1996-11-06,21.4
17112,1996-11-07,16.7
17113,1996-11-08,17.0
17114,1996-11-09,17.8
17115,1996-11-10,15.3
17116,1996-11-11,20.4
17117,1996-11-12,21.4
17118,1996-11-13,24.9
17119,1996-11-14,25.4
17120,1996-11-15,23.4
17121,1996-11-16,19.4
17122,1996-11-17,22.2
17123,1996-11-18,24.7
17124,1996-11-19,24.3
17125,1996-11-20,24.5
17126,1996-11-21,24.9
17127,1996-11-22,21.0
17128,1996-11-23,16.9
17129,1996-11-24,18.2
17130,1996-11-25,20.3
17131,1996-11-26,22.3
17132,1996-11-27,24.5
17133,1996-11-28,26.5
17134,1996-11-29,25.1
17135,1996-11-30,20.2
17136,1996-12-01,22.2
17137,1996-12-02,25.2
17138,1996-12-03,24.0
17139,1996-12-04,23.0
17140,1996-12-05,22.4
17141,1996-12-06,20.8
17142,1996-12-07,19.0
17143,1996-12-08,19.9
17144,1996-12-09,21.8
17145,1996-12-10,22.8
17146,1996-12-11,23.7
17147,1996-12-12,22.2
17148,1996-12-13,22.1
17149,1996-12-14,23.6
17150,1996-12-15,27.0
17151,1996-12-16,23.5
17152,1996-12-17,22.5
17153,1996-12-18,24.5
17154,1996-12-19,22.4
17155,1996-12-20,23.9
17156,1996-12-21,22.6
17157,1996-12-22,25.8
17158,1996-12-23,27.7
17159,1996-12-24,27.7
17160,1996-12-25,29.3
17161,1996-12-26,25.3
17162,1996-12-27,25.9
17163,1996-12-28,23.9
17164,1996-12-29,27.8
17165,1996-12-30,26.6
17166,1996-12-31,24.8
