datum,temperatura,leto,mesec
2014-03-01,8.1,2014,3
2014-03-02,8.6,2014,3
2014-03-03,7.4,2014,3
2014-03-04,7.6,2014,3
2014-03-05,9.5,2014,3
2014-03-06,8.9,2014,3
2014-03-07,9.4,2014,3
2014-03-08,10.4,2014,3
2014-03-09,9.7,2014,3
2014-03-10,9.8,2014,3
2014-03-11,9.9,2014,3
2014-03-12,9.9,2014,3
2014-03-13,11.2,2014,3
2014-03-14,10.2,2014,3
2014-03-15,8.9,2014,3
2014-03-16,9.7,2014,3
2014-03-17,10.3,2014,3
2014-03-18,10.6,2014,3
2014-03-19,12.5,2014,3
2014-03-20,12.6,2014,3
2014-03-21,11.6,2014,3
2014-03-22,10.5,2014,3
2014-03-23,11.1,2014,3
2014-03-24,7.7,2014,3
2014-03-25,6.3,2014,3
2014-03-26,8.3,2014,3
2014-03-27,11.2,2014,3
2014-03-28,12.3,2014,3
2014-03-29,12.7,2014,3
2014-03-30,12.1,2014,3
2014-03-31,12.0,2014,3
