time,tavg,tmin,tmax,prcp,snow
1982-01-01,21.2,,,,
1982-01-02,21.9,17.0,26.2,,
1982-01-03,20.3,18.8,26.3,,
1982-01-04,,,,,
1982-01-05,22.4,,,,
1982-01-06,21.5,20.0,25.8,,
1982-01-07,21.7,19.0,25.0,,
1982-01-08,22.1,,25.4,,
1982-01-09,20.5,,25.8,,
1982-01-10,21.0,,24.1,,
1982-01-11,21.4,,24.0,,
1982-01-12,21.5,20.0,25.0,,
1982-01-13,19.7,17.0,25.1,,
1982-01-14,19.7,,24.0,,
1982-01-15,20.5,,,,
1982-01-16,,,,,
1982-01-17,21.2,19.0,25.0,,
1982-01-18,21.6,,25.2,,
1982-01-19,21.4,,25.4,,
1982-01-20,22.1,,,,
1982-01-21,22.6,,,,
1982-01-22,21.8,18.8,26.8,,
1982-01-23,,,,,
1982-01-24,22.3,20.0,25.9,,
1982-01-25,21.9,19.6,26.3,,
1982-01-26,,,,,
1982-01-27,23.2,,,,
1982-01-28,21.8,19.0,27.2,,
1982-01-29,21.9,19.8,26.5,,
1982-01-30,22.4,20.2,25.0,,
1982-01-31,21.7,19.4,24.0,,
1982-02-01,21.6,18.5,24.2,,
1982-02-02,22.4,20.8,26.0,,
1982-02-03,21.5,18.8,24.0,,
1982-02-04,22.5,20.0,26.0,,
1982-02-05,,,,,
1982-02-06,22.2,20.4,26.8,0.0,
1982-02-07,,,,,
1982-02-08,23.1,,27.4,,
1982-02-09,22.5,,,,
1982-02-10,22.0,20.4,25.4,0.0,
1982-02-11,23.0,21.0,26.0,,
1982-02-12,,,,,
1982-02-13,22.5,,,,
1982-02-14,23.1,20.9,26.7,,
1982-02-15,21.6,19.8,25.0,,
1982-02-16,22.6,20.3,26.0,,
1982-02-17,21.5,,25.8,,
1982-02-18,20.9,20.0,22.0,,
1982-02-19,21.6,20.0,24.0,,
1982-02-20,22.6,21.0,25.0,,
1982-02-21,22.7,20.0,27.2,,
1982-02-22,22.3,,27.4,0.0,
1982-02-23,21.6,,26.6,0.0,
1982-02-24,21.3,19.8,26.1,0.0,
1982-02-25,20.8,,,,
1982-02-26,20.6,18.6,23.9,0.0,
1982-02-27,20.9,19.0,24.0,,
1982-02-28,21.2,19.0,25.0,,
1982-03-01,21.2,18.7,25.3,,
1982-03-02,21.4,,,,
1982-03-03,20.8,,,,
1982-03-04,,,,,
1982-03-05,21.3,,27.2,0.0,
1982-03-06,21.5,,,,
1982-03-07,21.7,,,,
1982-03-08,21.4,17.9,28.3,,
1982-03-09,20.2,17.8,24.2,0.0,
1982-03-10,20.8,18.8,24.5,0.0,
1982-03-11,20.3,16.4,24.8,0.0,
1982-03-12,21.9,19.0,24.6,0.0,
1982-03-13,21.4,,,,
1982-03-14,20.2,17.5,25.4,,
1982-03-15,20.6,,,,
1982-03-16,21.3,18.0,24.8,0.0,
1982-03-17,,,,,
1982-03-18,,,,,
1982-03-19,,,,,
1982-03-20,20.9,,26.4,0.0,
1982-03-21,,,,,
1982-03-22,21.4,19.0,25.4,0.0,
1982-03-23,21.2,,,,
1982-03-24,,,,,
1982-03-25,21.6,,25.5,0.0,
1982-03-26,,,,,
1982-03-27,21.4,18.9,26.6,0.0,
1982-03-28,20.5,,,,
1982-03-29,20.8,18.4,23.8,0.0,
1982-03-30,19.8,18.0,24.5,,
1982-03-31,20.2,,,,
1982-04-01,20.6,19.0,24.8,,
1982-04-02,21.0,19.4,24.0,,
1982-04-03,20.8,,,,
1982-04-04,20.1,,,,
1982-04-05,,,,,
1982-04-06,21.6,19.0,25.9,0.0,
1982-04-07,21.1,18.0,24.0,,
1982-04-08,21.4,,,,
1982-04-09,21.6,19.7,25.3,0.0,
1982-04-10,21.8,,,,
1982-04-11,21.8,18.8,25.2,0.0,
1982-04-12,20.2,17.7,24.6,0.0,
1982-04-13,19.5,18.0,23.0,,
1982-04-14,19.1,17.3,22.3,,
1982-04-15,19.1,17.2,22.2,0.0,
1982-04-16,18.6,16.5,22.2,0.0,
1982-04-17,18.9,,,,
