time,tavg,tmin,tmax,prcp,snow
2002-01-01,19.9,,26.1,,
2002-01-02,19.7,17.9,23.0,,
2002-01-03,19.9,,,,
2002-01-04,20.3,18.6,23.0,,
2002-01-05,20.7,18.0,25.0,,
2002-01-06,20.9,18.7,25.0,,
2002-01-07,20.9,,,,
2002-01-08,21.2,20.0,24.3,,
2002-01-09,21.4,19.4,24.4,,
2002-01-10,21.1,,24.2,,
2002-01-11,20.6,18.4,23.9,,
2002-01-12,20.7,18.8,24.0,,
2002-01-13,21.0,18.4,24.5,,
2002-01-14,21.7,20.0,25.0,,
2002-01-15,20.8,18.5,25.3,,
2002-01-16,21.5,18.0,25.2,,
2002-01-17,21.8,,25.3,,
2002-01-18,21.5,17.6,25.0,,
2002-01-19,21.7,18.8,26.0,,
2002-01-20,21.8,,,,
2002-01-21,21.9,20.0,25.2,,
2002-01-22,21.7,19.8,25.0,,
2002-01-23,22.2,20.4,25.1,,
2002-01-24,21.5,,24.9,,
2002-01-25,21.3,19.0,24.0,,
2002-01-26,20.6,19.0,24.4,,
2002-01-27,21.0,18.0,24.5,,
2002-01-28,20.5,18.4,25.0,,
2002-01-29,21.7,19.0,25.4,,
2002-01-30,21.9,19.0,25.8,,
2002-01-31,21.8,,,,
2002-02-01,22.4,19.0,27.0,,
2002-02-02,22.1,19.0,27.0,,
2002-02-03,21.8,,26.3,,
2002-02-04,22.9,20.0,26.0,,
2002-02-05,23.0,21.9,26.6,,
2002-02-06,24.4,,,,
2002-02-07,24.2,21.5,28.9,0.0,
2002-02-08,23.6,20.5,28.1,,
2002-02-09,23.4,20.0,27.3,,
2002-02-10,22.2,19.7,27.5,,
2002-02-11,22.3,,27.6,,
2002-02-12,23.1,20.5,26.6,,
2002-02-13,22.3,,26.2,,
2002-02-14,22.2,19.9,25.7,,
2002-02-15,22.3,19.4,27.0,,
2002-02-16,22.1,,27.8,,
2002-02-17,22.0,19.6,26.1,,
2002-02-18,21.8,19.0,26.1,,
2002-02-19,21.5,19.0,27.3,,
2002-02-20,22.6,20.0,27.8,,
2002-02-21,22.6,19.0,29.0,,
2002-02-22,23.2,19.3,29.0,,
2002-02-23,23.0,18.9,30.0,,
2002-02-24,22.2,19.0,30.4,,
2002-02-25,22.6,18.9,30.4,,
2002-02-26,21.5,,30.0,,
2002-02-27,22.4,18.0,29.9,,
2002-02-28,25.0,,,,
2002-03-01,25.0,,32.6,,
2002-03-02,23.9,19.9,32.9,,
2002-03-03,21.8,19.0,29.8,,
2002-03-04,21.8,18.0,28.0,,
2002-03-05,22.1,19.6,28.1,,
2002-03-06,23.4,,,,
2002-03-07,24.2,19.0,30.0,,
2002-03-08,23.9,20.0,30.2,,
2002-03-09,24.3,20.4,30.3,,
2002-03-10,24.2,20.0,30.1,,
2002-03-11,24.3,,,,
2002-03-12,24.2,21.0,31.4,,
2002-03-13,24.9,22.0,30.0,,
2002-03-14,24.7,,,,
2002-03-15,24.6,21.9,28.3,,
2002-03-16,24.4,,,,
2002-03-17,24.2,,30.2,,
2002-03-18,24.7,21.9,29.3,,
2002-03-19,24.5,21.0,30.0,,
2002-03-20,24.4,22.0,30.2,,
2002-03-21,24.8,21.0,31.0,,
2002-03-22,24.2,20.3,31.0,,
2002-03-23,24.1,20.7,30.0,,
2002-03-24,24.2,20.0,30.6,,
2002-03-25,24.1,,30.8,,
2002-03-26,23.4,,28.5,,
2002-03-27,23.1,21.0,26.5,,
2002-03-28,23.1,22.0,26.3,,
2002-03-29,23.6,,,,
2002-03-30,23.3,,26.4,,
2002-03-31,22.7,20.6,25.9,,
2002-04-01,22.5,,,,
2002-04-02,23.0,21.0,26.0,,
2002-04-03,23.1,,,,
2002-04-04,23.1,,26.2,,
2002-04-05,22.8,21.9,25.6,,
2002-04-06,22.7,,,,
2002-04-07,22.9,21.0,27.0,,
2002-04-08,23.3,,,,
2002-04-09,22.7,20.8,26.1,,
2002-04-10,22.7,20.8,26.2,,
2002-04-11,22.6,20.5,26.3,,
2002-04-12,21.4,19.4,25.6,,
2002-04-13,20.8,,24.1,,
2002-04-14,22.0,,,,
2002-04-15,21.4,,,,
2002-04-16,21.2,19.0,25.9,,
2002-04-17,19.8,,24.4,,
2002-04-18,19.5,,22.0,,
2002-04-19,19.9,18.0,23.0,,
2002-04-20,19.7,18.0,23.0,,
2002-04-21,20.1,18.7,23.0,,
2002-04-22,20.4,,,,
2002-04-23,20.3,18.7,23.6,,
2002-04-24,20.6,19.0,24.0,,
2002-04-25,19.4,,,,
2002-04-26,19.6,,,,
2002-04-27,20.9,,,,
2002-04-28,20.8,,,,
2002-04-29,19.7,,24.2,,
2002-04-30,19.2,17.8,22.1,,
2002-05-01,18.8,17.6,22.2,,
2002-05-02,18.2,17.0,20.8,,
2002-05-03,18.5,16.9,21.2,,
2002-05-04,19.3,,,,
2002-05-05,19.2,17.0,23.1,,
2002-05-06,18.6,16.5,22.2,,
2002-05-07,18.7,17.2,21.9,,
2002-05-08,18.6,17.0,20.9,,
2002-05-09,18.4,16.4,22.0,,
2002-05-10,19.5,17.0,23.0,,
2002-05-11,19.8,17.0,24.0,,
2002-05-12,19.7,,,,
2002-05-13,21.3,,,,
2002-05-14,20.6,17.6,24.7,,
2002-05-15,19.9,16.1,23.0,,
2002-05-16,19.9,18.8,22.6,,
2002-05-17,19.3,17.7,22.0,0.0,
2002-05-18,19.5,17.8,22.0,,
2002-05-19,18.8,17.0,22.1,,
2002-05-20,18.6,17.0,21.5,,
2002-05-21,17.7,16.9,20.2,,
2002-05-22,18.8,16.0,22.0,,
2002-05-23,19.9,,,,
2002-05-24,21.3,18.2,27.1,,
2002-05-25,20.4,18.0,24.2,,
2002-05-26,18.8,16.8,23.7,0.0,
2002-05-27,18.4,16.5,27.4,,
2002-05-28,18.6,17.0,21.0,,
2002-05-29,17.9,15.7,21.1,,
2002-05-30,17.4,15.0,21.1,,
2002-05-31,17.3,16.0,20.0,,
2002-06-01,17.4,15.6,19.6,,
2002-06-02,17.4,16.6,19.4,,
2002-06-03,18.7,16.9,21.0,,
2002-06-04,18.4,15.7,21.2,,
2002-06-05,17.4,15.9,20.5,,
2002-06-06,16.9,,,,
2002-06-07,16.8,13.0,19.7,,
2002-06-08,16.8,15.0,19.8,,
2002-06-09,16.7,15.7,19.3,,
2002-06-10,16.5,15.4,18.2,,
2002-06-11,16.2,,18.2,,
2002-06-12,16.7,,,,
2002-06-13,15.9,14.3,19.6,,
2002-06-14,16.3,,,,
2002-06-15,16.0,15.0,17.3,,
2002-06-16,16.3,15.4,17.6,,
2002-06-17,17.0,15.9,19.0,,
2002-06-18,16.2,15.7,19.0,,
2002-06-19,15.8,,16.8,,
2002-06-20,15.6,14.5,16.5,0.0,
2002-06-21,,,,,
2002-06-22,15.6,14.8,17.2,0.5,
2002-06-23,16.1,,,,
2002-06-24,15.8,14.6,18.0,,
2002-06-25,16.1,15.0,17.7,0.3,
2002-06-26,16.3,15.7,17.4,0.0,
2002-06-27,16.2,15.8,17.3,,
2002-06-28,16.6,15.7,18.0,,
2002-06-29,16.9,15.9,19.1,,
2002-06-30,16.7,15.8,19.4,,
2002-07-01,16.2,14.9,18.7,0.0,
2002-07-02,16.3,15.5,17.3,0.0,
2002-07-03,15.8,15.0,17.3,0.0,
2002-07-04,15.7,,,,
2002-07-05,15.4,,17.2,0.0,
2002-07-06,15.4,14.4,16.9,0.0,
2002-07-07,15.0,14.0,16.4,0.3,
2002-07-08,14.9,13.9,16.1,0.0,
2002-07-09,15.1,,16.1,0.0,
2002-07-10,15.6,14.0,18.0,,
2002-07-11,15.7,,,,
2002-07-12,15.6,14.9,17.2,,
2002-07-13,15.4,14.0,17.0,,
2002-07-14,15.4,14.3,17.1,0.0,
2002-07-15,,,,,
2002-07-16,15.8,15.0,17.9,,
2002-07-17,15.9,14.0,18.0,,
2002-07-18,15.7,15.0,17.0,,
2002-07-19,15.9,,,,
2002-07-20,16.0,14.8,19.0,,
2002-07-21,16.0,15.0,17.0,,
2002-07-22,16.1,,17.3,,
2002-07-23,16.1,,,,
2002-07-24,15.9,14.9,18.5,0.0,
2002-07-25,15.9,15.0,18.3,,
2002-07-26,,,,,
2002-07-27,15.5,14.8,17.6,,
2002-07-28,15.9,15.0,18.0,,
2002-07-29,15.9,14.9,18.2,,
2002-07-30,15.4,,,,
2002-07-31,15.1,14.0,17.3,0.0,
2002-08-01,15.4,14.7,16.6,0.0,
2002-08-02,15.7,,,,
2002-08-03,15.3,14.0,16.9,0.0,
2002-08-04,15.1,14.0,16.4,,
2002-08-05,15.4,14.0,16.8,,
2002-08-06,15.5,15.0,16.8,0.0,
2002-08-07,15.4,,,,
2002-08-08,15.3,14.0,17.0,0.0,
2002-08-09,15.1,14.0,17.2,0.0,
2002-08-10,15.6,,,,
2002-08-11,15.5,14.0,18.1,0.0,
2002-08-12,14.8,14.0,16.4,0.0,
2002-08-13,15.1,14.0,16.0,,
2002-08-14,15.5,,,,
2002-08-15,15.6,14.8,17.0,,
2002-08-16,15.8,14.6,17.0,,
2002-08-17,15.8,14.7,17.5,,
2002-08-18,15.7,,,,
2002-08-19,15.9,15.0,17.0,,
2002-08-20,15.6,,,,
2002-08-21,15.2,,16.7,,
2002-08-22,,,,,
2002-08-23,15.3,14.0,17.0,,
2002-08-24,15.7,,,,
2002-08-25,16.1,14.8,19.0,,
2002-08-26,16.1,14.8,19.1,0.0,
2002-08-27,16.5,15.0,17.9,,
2002-08-28,16.2,15.0,18.0,,
2002-08-29,16.1,,,,
2002-08-30,16.8,15.0,19.0,,
2002-08-31,16.5,15.4,19.3,0.0,
2002-09-01,16.1,,17.8,0.0,
2002-09-02,16.2,15.0,18.0,,
2002-09-03,16.3,15.0,18.2,0.0,
2002-09-04,16.4,,,,
2002-09-05,15.9,,19.1,,
2002-09-06,16.2,,,,
2002-09-07,16.1,14.5,18.7,0.0,
2002-09-08,16.5,15.0,19.0,,
2002-09-09,16.1,15.0,19.0,0.0,
2002-09-10,15.8,14.8,17.7,0.0,
2002-09-11,15.8,14.7,18.0,,
2002-09-12,16.0,14.9,18.2,0.0,
2002-09-13,15.8,14.5,18.0,,
2002-09-14,15.8,14.5,18.4,0.0,
2002-09-15,16.0,14.5,18.1,0.0,
2002-09-16,15.7,14.2,17.8,0.0,
2002-09-17,15.1,,17.0,0.0,
2002-09-18,16.7,15.0,19.3,,
2002-09-19,15.7,14.0,19.7,0.0,
2002-09-20,15.6,14.5,17.5,0.0,
2002-09-21,16.0,14.9,17.5,,
2002-09-22,15.9,,,,
2002-09-23,15.4,,18.6,0.0,
2002-09-24,15.6,14.0,17.6,0.0,
2002-09-25,15.9,14.0,18.0,,
2002-09-26,16.3,15.0,19.0,,
2002-09-27,15.9,15.0,19.1,0.0,
2002-09-28,16.5,,,,
2002-09-29,16.8,15.0,19.0,,
2002-09-30,16.5,15.7,18.0,,
2002-10-01,17.2,15.5,20.0,,
2002-10-02,16.4,15.7,17.2,,
2002-10-03,16.6,,,,
2002-10-04,17.1,15.8,19.7,,
2002-10-05,17.4,16.0,20.0,0.0,
2002-10-06,17.3,15.8,19.7,0.0,
2002-10-07,16.9,,,,
2002-10-08,17.5,,,,
2002-10-09,17.3,16.0,20.5,0.0,
2002-10-10,17.1,16.0,19.0,,
2002-10-11,16.9,16.0,19.9,0.0,
2002-10-12,16.9,15.7,19.9,,
2002-10-13,17.5,16.0,20.0,,
2002-10-14,17.2,16.8,19.0,,
2002-10-15,17.2,,,,
2002-10-16,16.9,,19.6,0.0,
2002-10-17,16.8,15.5,19.0,0.0,
2002-10-18,17.5,16.0,20.0,,
2002-10-19,17.5,16.0,20.4,,
2002-10-20,17.8,16.0,20.6,0.0,
2002-10-21,17.9,16.4,20.4,,
2002-10-22,18.3,,,,
2002-10-23,18.1,17.0,21.6,0.0,
2002-10-24,17.4,,,,
2002-10-25,,,,,
2002-10-26,18.9,,20.7,,
2002-10-27,17.3,15.0,20.0,,
2002-10-28,17.5,16.0,19.1,,
2002-10-29,17.6,16.2,19.3,0.0,
2002-10-30,18.1,16.0,21.0,,
2002-10-31,17.9,,21.3,0.0,
2002-11-01,17.7,17.0,21.6,,
2002-11-02,17.9,,,,
2002-11-03,17.7,16.0,19.0,,
2002-11-04,17.8,17.0,19.4,0.0,
2002-11-05,17.9,17.0,20.1,,
2002-11-06,18.7,17.0,22.0,,
2002-11-07,18.2,17.0,20.0,,
2002-11-08,17.9,17.0,20.4,0.0,
2002-11-09,17.9,17.0,20.3,,
2002-11-10,17.3,15.0,19.9,0.0,
2002-11-11,16.9,15.0,19.4,,
2002-11-12,17.2,15.7,20.0,,
2002-11-13,17.7,16.0,21.0,,
2002-11-14,18.1,,,,
2002-11-15,18.1,15.6,21.0,,
2002-11-16,18.6,16.4,21.5,0.0,
2002-11-17,18.8,,,,
2002-11-18,18.3,,21.5,0.0,
2002-11-19,18.7,,,,
2002-11-20,18.6,16.8,21.7,0.0,
2002-11-21,18.4,16.7,21.0,0.0,
2002-11-22,18.6,17.0,20.6,0.0,
2002-11-23,18.7,,,,
2002-11-24,19.2,17.8,22.0,,
2002-11-25,19.3,17.8,22.6,0.0,
2002-11-26,18.9,17.6,22.1,0.0,
2002-11-27,19.4,17.7,22.1,0.0,
2002-11-28,19.4,17.9,22.2,0.0,
2002-11-29,19.5,18.0,22.0,,
2002-11-30,19.3,17.8,21.5,0.0,
2002-12-01,19.5,18.0,22.0,,
2002-12-02,19.9,18.0,22.1,,
2002-12-03,19.9,18.6,22.7,0.0,
2002-12-04,19.8,18.0,23.0,,
2002-12-05,19.7,17.8,23.4,0.0,
2002-12-06,20.0,18.6,23.0,,
2002-12-07,20.0,,,,
2002-12-08,20.0,18.8,22.7,0.0,
2002-12-09,20.3,,,,
2002-12-10,19.0,,23.5,0.0,
2002-12-11,18.9,16.5,21.6,0.0,
2002-12-12,20.1,19.0,22.0,,
2002-12-13,20.1,,,,
2002-12-14,20.3,,,,
2002-12-15,20.4,17.9,23.8,0.0,
2002-12-16,21.1,,,,
2002-12-17,21.6,19.4,24.6,0.0,
2002-12-18,21.4,,,,
2002-12-19,20.8,,25.2,0.0,
2002-12-20,21.3,19.5,23.5,0.0,
2002-12-21,21.0,19.7,24.0,,
2002-12-22,20.3,18.0,24.7,0.0,
2002-12-23,20.3,18.7,22.6,0.0,
2002-12-24,19.3,17.0,23.0,,
2002-12-25,19.9,18.4,23.0,0.0,
2002-12-26,20.3,18.0,22.1,,
2002-12-27,20.2,,22.5,0.0,
2002-12-28,20.6,18.9,23.0,,
2002-12-29,20.8,19.0,23.3,0.0,
2002-12-30,21.6,,,,
2002-12-31,21.0,19.0,24.8,0.0,
