datum,temperatura,leto,mesec
2000-09-01,18.7,2000,9
2000-09-02,17.5,2000,9
2000-09-03,16.2,2000,9
2000-09-04,14.6,2000,9
2000-09-05,14.5,2000,9
2000-09-06,14.3,2000,9
2000-09-07,14.0,2000,9
2000-09-08,13.6,2000,9
2000-09-09,14.2,2000,9
2000-09-10,15.0,2000,9
2000-09-11,16.7,2000,9
2000-09-12,18.4,2000,9
2000-09-13,17.2,2000,9
2000-09-14,18.6,2000,9
2000-09-15,18.8,2000,9
2000-09-16,18.4,2000,9
2000-09-17,15.6,2000,9
2000-09-18,15.4,2000,9
2000-09-19,16.3,2000,9
2000-09-20,18.7,2000,9
2000-09-21,16.5,2000,9
2000-09-22,14.8,2000,9
2000-09-23,13.4,2000,9
2000-09-24,12.6,2000,9
2000-09-25,13.6,2000,9
2000-09-26,14.9,2000,9
2000-09-27,15.0,2000,9
2000-09-28,14.9,2000,9
2000-09-29,15.1,2000,9
2000-09-30,14.7,2000,9
