,time,temperatura_avg
8401,1973-01-01,21.8
8402,1973-01-02,24.6
8403,1973-01-03,24.0
8404,1973-01-04,20.6
8405,1973-01-05,20.8
8406,1973-01-06,23.2
8407,1973-01-07,20.6
8408,1973-01-08,22.8
8409,1973-01-09,21.3
8410,1973-01-10,20.3
8411,1973-01-11,21.0
8412,1973-01-12,24.7
8413,1973-01-13,22.5
8414,1973-01-14,22.2
8415,1973-01-15,23.7
8416,1973-01-16,
8417,1973-01-17,23.2
8418,1973-01-18,23.2
8419,1973-01-19,
8420,1973-01-20,24.0
8421,1973-01-21,24.7
8422,1973-01-22,25.7
8423,1973-01-23,24.8
8424,1973-01-24,24.6
8425,1973-01-25,25.2
8426,1973-01-26,23.3
8427,1973-01-27,21.8
8428,1973-01-28,21.2
8429,1973-01-29,24.7
8430,1973-01-30,24.8
8431,1973-01-31,22.0
8432,1973-02-01,23.0
8433,1973-02-02,26.7
8434,1973-02-03,27.3
8435,1973-02-04,26.5
8436,1973-02-05,30.2
8437,1973-02-06,23.3
8438,1973-02-07,17.4
8439,1973-02-08,17.8
8440,1973-02-09,21.8
8441,1973-02-10,18.8
8442,1973-02-11,19.2
8443,1973-02-12,20.8
8444,1973-02-13,20.6
8445,1973-02-14,21.2
8446,1973-02-15,21.8
8447,1973-02-16,21.7
8448,1973-02-17,22.0
8449,1973-02-18,22.3
8450,1973-02-19,24.0
8451,1973-02-20,23.5
8452,1973-02-21,
8453,1973-02-22,
8454,1973-02-23,
8455,1973-02-24,
8456,1973-02-25,20.5
8457,1973-02-26,21.8
8458,1973-02-27,23.8
8459,1973-02-28,24.2
8460,1973-03-01,22.0
8461,1973-03-02,23.5
8462,1973-03-03,23.8
8463,1973-03-04,22.6
8464,1973-03-05,21.3
8465,1973-03-06,21.2
8466,1973-03-07,25.0
8467,1973-03-08,24.8
8468,1973-03-09,23.4
8469,1973-03-10,22.0
8470,1973-03-11,22.4
8471,1973-03-12,24.7
8472,1973-03-13,20.5
