datum,temperatura,leto,mesec
2012-11-01,6.4,2012,11
2012-11-02,6.8,2012,11
2012-11-03,9.4,2012,11
2012-11-04,13.8,2012,11
2012-11-05,11.3,2012,11
2012-11-06,5.6,2012,11
2012-11-07,5.5,2012,11
2012-11-08,6.7,2012,11
2012-11-09,6.8,2012,11
2012-11-10,7.3,2012,11
2012-11-11,9.8,2012,11
2012-11-12,10.1,2012,11
2012-11-13,10.1,2012,11
2012-11-14,6.6,2012,11
2012-11-15,6.5,2012,11
2012-11-16,7.8,2012,11
2012-11-17,8.4,2012,11
2012-11-18,6.9,2012,11
2012-11-19,8.3,2012,11
2012-11-20,7.2,2012,11
2012-11-21,8.3,2012,11
2012-11-22,9.0,2012,11
2012-11-23,7.9,2012,11
2012-11-24,7.4,2012,11
2012-11-25,7.7,2012,11
2012-11-26,8.4,2012,11
2012-11-27,11.7,2012,11
2012-11-28,11.8,2012,11
2012-11-29,10.2,2012,11
2012-11-30,4.6,2012,11
