datum,temperatura,leto,mesec
2017-01-01,-2.2,2017,1
2017-01-02,-1.0,2017,1
2017-01-03,-0.4,2017,1
2017-01-04,-0.3,2017,1
2017-01-05,-1.8,2017,1
2017-01-06,-6.4,2017,1
2017-01-07,-6.9,2017,1
2017-01-08,-6.7,2017,1
2017-01-09,-2.7,2017,1
2017-01-10,-6.3,2017,1
2017-01-11,-8.4,2017,1
2017-01-12,-1.8,2017,1
2017-01-13,0.7,2017,1
2017-01-14,-1.4,2017,1
2017-01-15,-6.0,2017,1
2017-01-16,-7.1,2017,1
2017-01-17,-4.1,2017,1
2017-01-18,-4.7,2017,1
2017-01-19,-5.6,2017,1
2017-01-20,-6.3,2017,1
2017-01-21,-7.5,2017,1
2017-01-22,-6.2,2017,1
2017-01-23,-6.7,2017,1
2017-01-24,-7.5,2017,1
2017-01-25,-6.5,2017,1
2017-01-26,-4.2,2017,1
2017-01-27,-5.4,2017,1
2017-01-28,-4.4,2017,1
2017-01-29,-6.0,2017,1
2017-01-30,-6.8,2017,1
2017-01-31,-1.5,2017,1
