datum,temperatura,leto,mesec
2023-11-01,10.0,2023,11
2023-11-02,13.1,2023,11
2023-11-03,13.3,2023,11
2023-11-04,10.1,2023,11
2023-11-05,13.1,2023,11
2023-11-06,12.0,2023,11
2023-11-07,9.8,2023,11
2023-11-08,8.2,2023,11
2023-11-09,7.9,2023,11
2023-11-10,9.2,2023,11
2023-11-11,7.6,2023,11
2023-11-12,5.6,2023,11
2023-11-13,8.3,2023,11
2023-11-14,11.9,2023,11
2023-11-15,12.7,2023,11
2023-11-16,9.2,2023,11
2023-11-17,9.4,2023,11
2023-11-18,5.2,2023,11
2023-11-19,5.0,2023,11
2023-11-20,6.9,2023,11
2023-11-21,7.6,2023,11
2023-11-22,6.5,2023,11
2023-11-23,2.7,2023,11
2023-11-24,4.9,2023,11
2023-11-25,3.1,2023,11
2023-11-26,1.1,2023,11
2023-11-27,1.2,2023,11
2023-11-28,4.8,2023,11
2023-11-29,1.8,2023,11
2023-11-30,2.2,2023,11
