time,temperatura_avg
2002-01-01,19.9
2002-01-02,19.7
2002-01-03,19.9
2002-01-04,20.3
2002-01-05,20.7
2002-01-06,20.9
2002-01-07,20.9
2002-01-08,21.2
2002-01-09,21.4
2002-01-10,21.1
2002-01-11,20.6
2002-01-12,20.7
2002-01-13,21.0
2002-01-14,21.7
2002-01-15,20.8
2002-01-16,21.5
2002-01-17,21.8
2002-01-18,21.5
2002-01-19,21.7
2002-01-20,21.8
2002-01-21,21.9
2002-01-22,21.7
2002-01-23,22.2
2002-01-24,21.5
2002-01-25,21.3
2002-01-26,20.6
2002-01-27,21.0
2002-01-28,20.5
2002-01-29,21.7
2002-01-30,21.9
2002-01-31,21.8
2002-02-01,22.4
2002-02-02,22.1
2002-02-03,21.8
2002-02-04,22.9
2002-02-05,23.0
2002-02-06,24.4
2002-02-07,24.2
2002-02-08,23.6
2002-02-09,23.4
2002-02-10,22.2
2002-02-11,22.3
2002-02-12,23.1
2002-02-13,22.3
2002-02-14,22.2
2002-02-15,22.3
2002-02-16,22.1
2002-02-17,22.0
2002-02-18,21.8
2002-02-19,21.5
2002-02-20,22.6
2002-02-21,22.6
2002-02-22,23.2
2002-02-23,23.0
2002-02-24,22.2
2002-02-25,22.6
2002-02-26,21.5
2002-02-27,22.4
2002-02-28,25.0
2002-03-01,25.0
2002-03-02,23.9
2002-03-03,21.8
2002-03-04,21.8
2002-03-05,22.1
2002-03-06,23.4
2002-03-07,24.2
2002-03-08,23.9
2002-03-09,24.3
2002-03-10,24.2
2002-03-11,24.3
2002-03-12,24.2
2002-03-13,24.9
2002-03-14,24.7
2002-03-15,24.6
2002-03-16,24.4
2002-03-17,24.2
2002-03-18,24.7
2002-03-19,24.5
2002-03-20,24.4
2002-03-21,24.8
2002-03-22,24.2
2002-03-23,24.1
2002-03-24,24.2
2002-03-25,24.1
2002-03-26,23.4
2002-03-27,23.1
2002-03-28,23.1
2002-03-29,23.6
2002-03-30,23.3
2002-03-31,22.7
2002-04-01,22.5
2002-04-02,23.0
2002-04-03,23.1
2002-04-04,23.1
2002-04-05,22.8
2002-04-06,22.7
2002-04-07,22.9
2002-04-08,23.3
2002-04-09,22.7
2002-04-10,22.7
2002-04-11,22.6
2002-04-12,21.4
2002-04-13,20.8
2002-04-14,22.0
2002-04-15,21.4
2002-04-16,21.2
2002-04-17,19.8
2002-04-18,19.5
2002-04-19,19.9
2002-04-20,19.7
2002-04-21,20.1
2002-04-22,20.4
2002-04-23,20.3
2002-04-24,20.6
2002-04-25,19.4
2002-04-26,19.6
2002-04-27,20.9
2002-04-28,20.8
2002-04-29,19.7
2002-04-30,19.2
