datum,temperatura,leto,mesec
2013-06-01,12.5,2013,6
2013-06-02,14.1,2013,6
2013-06-03,14.7,2013,6
2013-06-04,14.2,2013,6
2013-06-05,15.7,2013,6
2013-06-06,16.1,2013,6
2013-06-07,17.5,2013,6
2013-06-08,19.0,2013,6
2013-06-09,19.4,2013,6
2013-06-10,17.8,2013,6
2013-06-11,16.5,2013,6
2013-06-12,17.3,2013,6
2013-06-13,19.1,2013,6
2013-06-14,20.1,2013,6
2013-06-15,21.9,2013,6
2013-06-16,24.0,2013,6
2013-06-17,25.1,2013,6
2013-06-18,26.2,2013,6
2013-06-19,26.8,2013,6
2013-06-20,26.7,2013,6
2013-06-21,26.2,2013,6
2013-06-22,24.8,2013,6
2013-06-23,22.7,2013,6
2013-06-24,16.7,2013,6
2013-06-25,16.6,2013,6
2013-06-26,16.0,2013,6
2013-06-27,14.9,2013,6
2013-06-28,15.2,2013,6
2013-06-29,17.3,2013,6
2013-06-30,17.6,2013,6
