datum,temperatura,leto,mesec
2015-07-01,23.7,2015,7
2015-07-02,24.2,2015,7
2015-07-03,25.7,2015,7
2015-07-04,26.0,2015,7
2015-07-05,26.3,2015,7
2015-07-06,26.9,2015,7
2015-07-07,28.0,2015,7
2015-07-08,27.7,2015,7
2015-07-09,23.5,2015,7
2015-07-10,23.5,2015,7
2015-07-11,23.8,2015,7
2015-07-12,24.9,2015,7
2015-07-13,26.3,2015,7
2015-07-14,26.0,2015,7
2015-07-15,26.6,2015,7
2015-07-16,27.7,2015,7
2015-07-17,28.1,2015,7
2015-07-18,29.3,2015,7
2015-07-19,29.1,2015,7
2015-07-20,29.5,2015,7
2015-07-21,29.4,2015,7
2015-07-22,29.7,2015,7
2015-07-23,29.5,2015,7
2015-07-24,28.8,2015,7
2015-07-25,27.3,2015,7
2015-07-26,23.9,2015,7
2015-07-27,23.8,2015,7
2015-07-28,24.9,2015,7
2015-07-29,25.4,2015,7
2015-07-30,22.1,2015,7
2015-07-31,21.1,2015,7
