datum,temperatura,leto,mesec
2016-10-01,19.9,2016,10
2016-10-02,17.8,2016,10
2016-10-03,16.6,2016,10
2016-10-04,15.4,2016,10
2016-10-05,14.0,2016,10
2016-10-06,13.3,2016,10
2016-10-07,12.7,2016,10
2016-10-08,12.9,2016,10
2016-10-09,13.7,2016,10
2016-10-10,11.8,2016,10
2016-10-11,10.9,2016,10
2016-10-12,11.3,2016,10
2016-10-13,12.1,2016,10
2016-10-14,15.7,2016,10
2016-10-15,17.1,2016,10
2016-10-16,16.8,2016,10
2016-10-17,15.5,2016,10
2016-10-18,15.0,2016,10
2016-10-19,14.3,2016,10
2016-10-20,12.9,2016,10
2016-10-21,11.4,2016,10
2016-10-22,11.9,2016,10
2016-10-23,13.5,2016,10
2016-10-24,16.5,2016,10
2016-10-25,17.0,2016,10
2016-10-26,17.5,2016,10
2016-10-27,14.6,2016,10
2016-10-28,13.0,2016,10
2016-10-29,13.5,2016,10
2016-10-30,13.5,2016,10
2016-10-31,12.8,2016,10
