datum,temperatura,leto,mesec
2016-02-01,10.2,2016,2
2016-02-02,8.6,2016,2
2016-02-03,9.5,2016,2
2016-02-04,7.0,2016,2
2016-02-05,7.1,2016,2
2016-02-06,6.8,2016,2
2016-02-07,9.2,2016,2
2016-02-08,10.6,2016,2
2016-02-09,10.8,2016,2
2016-02-10,8.3,2016,2
2016-02-11,7.3,2016,2
2016-02-12,6.6,2016,2
2016-02-13,6.7,2016,2
2016-02-14,8.7,2016,2
2016-02-15,8.4,2016,2
2016-02-16,8.0,2016,2
2016-02-17,8.3,2016,2
2016-02-18,8.3,2016,2
2016-02-19,7.8,2016,2
2016-02-20,7.7,2016,2
2016-02-21,8.3,2016,2
2016-02-22,9.7,2016,2
2016-02-23,11.0,2016,2
2016-02-24,8.8,2016,2
2016-02-25,6.7,2016,2
2016-02-26,7.2,2016,2
2016-02-27,6.7,2016,2
2016-02-28,10.0,2016,2
2016-02-29,10.5,2016,2
