,time,temperatura_avg
4383,1962-01-01,23.1
4384,1962-01-02,24.7
4385,1962-01-03,23.3
4386,1962-01-04,23.3
4387,1962-01-05,18.8
4388,1962-01-06,20.4
4389,1962-01-07,22.1
4390,1962-01-08,23.0
4391,1962-01-09,20.8
4392,1962-01-10,21.3
4393,1962-01-11,20.6
4394,1962-01-12,21.8
4395,1962-01-13,23.3
4396,1962-01-14,21.2
4397,1962-01-15,20.9
4398,1962-01-16,23.1
4399,1962-01-17,22.9
4400,1962-01-18,22.1
4401,1962-01-19,20.2
4402,1962-01-20,19.8
4403,1962-01-21,18.4
4404,1962-01-22,17.1
4405,1962-01-23,20.7
4406,1962-01-24,22.7
4407,1962-01-25,23.2
4408,1962-01-26,19.8
4409,1962-01-27,18.9
4410,1962-01-28,20.1
4411,1962-01-29,20.0
4412,1962-01-30,22.8
4413,1962-01-31,21.2
4414,1962-02-01,23.1
4415,1962-02-02,26.0
4416,1962-02-03,25.6
4417,1962-02-04,22.2
4418,1962-02-05,24.1
4419,1962-02-06,23.0
4420,1962-02-07,22.4
4421,1962-02-08,23.4
4422,1962-02-09,23.8
4423,1962-02-10,25.7
4424,1962-02-11,25.0
4425,1962-02-12,26.6
4426,1962-02-13,26.6
4427,1962-02-14,25.9
4428,1962-02-15,25.8
4429,1962-02-16,24.3
4430,1962-02-17,23.8
4431,1962-02-18,23.7
4432,1962-02-19,24.6
4433,1962-02-20,24.7
4434,1962-02-21,24.9
4435,1962-02-22,26.9
4436,1962-02-23,24.9
4437,1962-02-24,23.9
4438,1962-02-25,23.6
4439,1962-02-26,22.9
4440,1962-02-27,22.9
4441,1962-02-28,24.4
4442,1962-03-01,25.8
4443,1962-03-02,27.1
4444,1962-03-03,25.2
4445,1962-03-04,24.2
4446,1962-03-05,22.4
4447,1962-03-06,24.3
4448,1962-03-07,23.1
4449,1962-03-08,23.2
4450,1962-03-09,23.0
4451,1962-03-10,24.4
4452,1962-03-11,24.9
4453,1962-03-12,24.6
4454,1962-03-13,25.0
4455,1962-03-14,28.6
4456,1962-03-15,27.8
4457,1962-03-16,27.4
4458,1962-03-17,27.2
4459,1962-03-18,28.4
4460,1962-03-19,28.0
4461,1962-03-20,26.2
4462,1962-03-21,25.3
4463,1962-03-22,24.4
4464,1962-03-23,25.6
4465,1962-03-24,25.8
4466,1962-03-25,26.1
4467,1962-03-26,25.8
4468,1962-03-27,27.3
4469,1962-03-28,28.1
4470,1962-03-29,27.7
4471,1962-03-30,28.1
4472,1962-03-31,27.8
4473,1962-04-01,25.8
4474,1962-04-02,27.7
4475,1962-04-03,26.2
4476,1962-04-04,27.1
4477,1962-04-05,27.7
4478,1962-04-06,26.1
4479,1962-04-07,26.4
4480,1962-04-08,26.5
4481,1962-04-09,26.4
4482,1962-04-10,27.4
4483,1962-04-11,26.9
4484,1962-04-12,
4485,1962-04-13,27.4
4486,1962-04-14,26.8
4487,1962-04-15,26.9
4488,1962-04-16,26.7
4489,1962-04-17,26.8
4490,1962-04-18,26.8
4491,1962-04-19,27.6
4492,1962-04-20,28.1
4493,1962-04-21,26.9
4494,1962-04-22,29.4
4495,1962-04-23,29.1
4496,1962-04-24,29.1
4497,1962-04-25,29.3
4498,1962-04-26,29.2
4499,1962-04-27,29.1
4500,1962-04-28,28.2
4501,1962-04-29,29.1
4502,1962-04-30,28.6
4503,1962-05-01,28.6
4504,1962-05-02,29.0
4505,1962-05-03,30.0
4506,1962-05-04,29.3
4507,1962-05-05,29.0
4508,1962-05-06,29.7
4509,1962-05-07,28.8
4510,1962-05-08,29.2
4511,1962-05-09,28.3
4512,1962-05-10,28.7
4513,1962-05-11,29.2
4514,1962-05-12,30.2
4515,1962-05-13,30.2
4516,1962-05-14,30.1
4517,1962-05-15,29.8
4518,1962-05-16,30.3
4519,1962-05-17,30.1
4520,1962-05-18,29.6
4521,1962-05-19,29.0
4522,1962-05-20,28.5
4523,1962-05-21,29.8
4524,1962-05-22,29.7
4525,1962-05-23,30.1
4526,1962-05-24,29.8
4527,1962-05-25,30.6
4528,1962-05-26,30.2
4529,1962-05-27,30.3
4530,1962-05-28,28.8
4531,1962-05-29,28.6
4532,1962-05-30,29.4
4533,1962-05-31,30.3
4534,1962-06-01,30.7
4535,1962-06-02,30.8
4536,1962-06-03,30.9
4537,1962-06-04,30.7
4538,1962-06-05,30.7
4539,1962-06-06,29.7
4540,1962-06-07,30.0
4541,1962-06-08,30.4
4542,1962-06-09,26.2
4543,1962-06-10,30.7
4544,1962-06-11,30.8
4545,1962-06-12,30.0
4546,1962-06-13,29.6
4547,1962-06-14,30.0
4548,1962-06-15,30.0
4549,1962-06-16,30.0
4550,1962-06-17,29.6
4551,1962-06-18,29.6
4552,1962-06-19,27.5
4553,1962-06-20,29.2
4554,1962-06-21,29.4
4555,1962-06-22,29.8
4556,1962-06-23,29.1
4557,1962-06-24,29.3
4558,1962-06-25,29.8
4559,1962-06-26,29.0
4560,1962-06-27,28.2
4561,1962-06-28,25.7
4562,1962-06-29,25.7
4563,1962-06-30,26.6
4564,1962-07-01,26.7
4565,1962-07-02,28.9
4566,1962-07-03,27.2
4567,1962-07-04,27.4
4568,1962-07-05,26.6
4569,1962-07-06,27.6
4570,1962-07-07,26.1
4571,1962-07-08,26.2
4572,1962-07-09,28.1
4573,1962-07-10,27.2
4574,1962-07-11,26.8
4575,1962-07-12,25.9
4576,1962-07-13,27.6
4577,1962-07-14,28.0
4578,1962-07-15,28.0
4579,1962-07-16,26.3
4580,1962-07-17,27.1
4581,1962-07-18,28.1
4582,1962-07-19,27.7
4583,1962-07-20,26.9
4584,1962-07-21,27.3
4585,1962-07-22,27.1
4586,1962-07-23,27.8
4587,1962-07-24,27.3
4588,1962-07-25,27.8
4589,1962-07-26,27.4
4590,1962-07-27,28.0
4591,1962-07-28,26.9
4592,1962-07-29,27.6
4593,1962-07-30,27.7
4594,1962-07-31,27.7
4595,1962-08-01,26.4
4596,1962-08-02,27.6
4597,1962-08-03,28.0
4598,1962-08-04,28.2
4599,1962-08-05,27.0
4600,1962-08-06,27.4
4601,1962-08-07,27.2
4602,1962-08-08,27.8
4603,1962-08-09,26.4
4604,1962-08-10,26.6
4605,1962-08-11,26.4
4606,1962-08-12,26.6
4607,1962-08-13,25.0
4608,1962-08-14,24.6
4609,1962-08-15,26.9
4610,1962-08-16,26.7
4611,1962-08-17,26.8
4612,1962-08-18,26.2
4613,1962-08-19,26.1
4614,1962-08-20,27.0
4615,1962-08-21,26.6
4616,1962-08-22,27.3
4617,1962-08-23,27.4
4618,1962-08-24,26.8
4619,1962-08-25,26.7
4620,1962-08-26,27.0
4621,1962-08-27,27.2
4622,1962-08-28,27.1
4623,1962-08-29,27.0
4624,1962-08-30,27.1
4625,1962-08-31,27.8
4626,1962-09-01,27.3
4627,1962-09-02,27.8
4628,1962-09-03,27.6
4629,1962-09-04,27.8
4630,1962-09-05,27.0
4631,1962-09-06,27.4
4632,1962-09-07,27.0
4633,1962-09-08,26.8
4634,1962-09-09,25.6
4635,1962-09-10,25.9
4636,1962-09-11,27.2
4637,1962-09-12,25.7
4638,1962-09-13,27.2
4639,1962-09-14,27.1
4640,1962-09-15,27.1
4641,1962-09-16,26.2
4642,1962-09-17,27.2
4643,1962-09-18,25.6
4644,1962-09-19,26.1
4645,1962-09-20,25.8
4646,1962-09-21,27.0
4647,1962-09-22,25.8
4648,1962-09-23,27.4
4649,1962-09-24,27.4
4650,1962-09-25,26.8
4651,1962-09-26,26.3
4652,1962-09-27,26.3
4653,1962-09-28,25.7
4654,1962-09-29,27.0
4655,1962-09-30,27.9
4656,1962-10-01,27.9
4657,1962-10-02,28.0
4658,1962-10-03,27.8
4659,1962-10-04,27.4
4660,1962-10-05,28.0
4661,1962-10-06,27.8
4662,1962-10-07,28.3
4663,1962-10-08,28.3
4664,1962-10-09,
4665,1962-10-10,28.1
4666,1962-10-11,28.6
4667,1962-10-12,29.7
4668,1962-10-13,27.4
4669,1962-10-14,26.3
4670,1962-10-15,27.5
4671,1962-10-16,26.4
4672,1962-10-17,27.8
4673,1962-10-18,28.3
4674,1962-10-19,27.6
4675,1962-10-20,27.2
4676,1962-10-21,27.1
4677,1962-10-22,27.0
4678,1962-10-23,26.2
4679,1962-10-24,23.9
4680,1962-10-25,26.8
4681,1962-10-26,27.7
4682,1962-10-27,29.2
4683,1962-10-28,28.3
4684,1962-10-29,29.2
4685,1962-10-30,27.9
4686,1962-10-31,27.5
4687,1962-11-01,26.6
4688,1962-11-02,26.8
4689,1962-11-03,
4690,1962-11-04,28.3
4691,1962-11-05,27.1
4692,1962-11-06,28.4
4693,1962-11-07,27.7
4694,1962-11-08,28.3
4695,1962-11-09,26.7
4696,1962-11-10,26.3
4697,1962-11-11,
4698,1962-11-12,24.3
4699,1962-11-13,24.4
4700,1962-11-14,25.3
4701,1962-11-15,25.8
4702,1962-11-16,24.2
4703,1962-11-17,25.4
4704,1962-11-18,25.0
4705,1962-11-19,24.8
4706,1962-11-20,25.7
4707,1962-11-21,25.6
4708,1962-11-22,25.7
4709,1962-11-23,25.2
4710,1962-11-24,25.6
4711,1962-11-25,27.2
4712,1962-11-26,26.7
4713,1962-11-27,27.3
4714,1962-11-28,25.8
4715,1962-11-29,24.3
4716,1962-11-30,24.6
4717,1962-12-01,26.6
4718,1962-12-02,26.8
4719,1962-12-03,27.2
4720,1962-12-04,25.0
4721,1962-12-05,24.3
4722,1962-12-06,25.2
4723,1962-12-07,24.3
4724,1962-12-08,24.0
