,time,temperatura_avg
9131,1975-01-01,21.0
9132,1975-01-02,19.9
9133,1975-01-03,21.5
9134,1975-01-04,24.2
9135,1975-01-05,25.2
9136,1975-01-06,24.0
9137,1975-01-07,
9138,1975-01-08,
9139,1975-01-09,20.0
9140,1975-01-10,
9141,1975-01-11,17.3
9142,1975-01-12,
9143,1975-01-13,19.8
9144,1975-01-14,22.0
9145,1975-01-15,
9146,1975-01-16,
9147,1975-01-17,22.2
9148,1975-01-18,25.7
9149,1975-01-19,22.0
9150,1975-01-20,24.3
9151,1975-01-21,
9152,1975-01-22,23.4
9153,1975-01-23,22.0
9154,1975-01-24,
9155,1975-01-25,
9156,1975-01-26,
9157,1975-01-27,
9158,1975-01-28,
9159,1975-01-29,
9160,1975-01-30,
9161,1975-01-31,
9162,1975-02-01,
9163,1975-02-02,
9164,1975-02-03,
9165,1975-02-04,
9166,1975-02-05,
9167,1975-02-06,
9168,1975-02-07,
9169,1975-02-08,
9170,1975-02-09,
9171,1975-02-10,
9172,1975-02-11,
9173,1975-02-12,
9174,1975-02-13,
9175,1975-02-14,
9176,1975-02-15,
9177,1975-02-16,
9178,1975-02-17,
9179,1975-02-18,
9180,1975-02-19,
9181,1975-02-20,
9182,1975-02-21,
9183,1975-02-22,
9184,1975-02-23,
9185,1975-02-24,
9186,1975-02-25,
9187,1975-02-26,
9188,1975-02-27,
9189,1975-02-28,
9190,1975-03-01,
9191,1975-03-02,
9192,1975-03-03,
9193,1975-03-04,
9194,1975-03-05,
9195,1975-03-06,
9196,1975-03-07,
9197,1975-03-08,
9198,1975-03-09,
9199,1975-03-10,
9200,1975-03-11,
9201,1975-03-12,
9202,1975-03-13,
9203,1975-03-14,
9204,1975-03-15,
9205,1975-03-16,
9206,1975-03-17,
9207,1975-03-18,
9208,1975-03-19,
9209,1975-03-20,
9210,1975-03-21,
9211,1975-03-22,
9212,1975-03-23,
9213,1975-03-24,
9214,1975-03-25,
9215,1975-03-26,
9216,1975-03-27,
9217,1975-03-28,
9218,1975-03-29,
9219,1975-03-30,
9220,1975-03-31,
9221,1975-04-01,
9222,1975-04-02,
9223,1975-04-03,
9224,1975-04-04,
9225,1975-04-05,
9226,1975-04-06,
9227,1975-04-07,
9228,1975-04-08,
9229,1975-04-09,
9230,1975-04-10,
9231,1975-04-11,
9232,1975-04-12,
9233,1975-04-13,
9234,1975-04-14,
9235,1975-04-15,
9236,1975-04-16,
9237,1975-04-17,
9238,1975-04-18,
9239,1975-04-19,
9240,1975-04-20,
9241,1975-04-21,
9242,1975-04-22,
9243,1975-04-23,
9244,1975-04-24,
9245,1975-04-25,
9246,1975-04-26,
9247,1975-04-27,
9248,1975-04-28,
9249,1975-04-29,
9250,1975-04-30,
9251,1975-05-01,
9252,1975-05-02,
9253,1975-05-03,
9254,1975-05-04,
9255,1975-05-05,
9256,1975-05-06,
9257,1975-05-07,
9258,1975-05-08,
9259,1975-05-09,
9260,1975-05-10,
9261,1975-05-11,
9262,1975-05-12,
9263,1975-05-13,
9264,1975-05-14,
9265,1975-05-15,
9266,1975-05-16,
9267,1975-05-17,
9268,1975-05-18,
9269,1975-05-19,
9270,1975-05-20,
9271,1975-05-21,
9272,1975-05-22,
9273,1975-05-23,
9274,1975-05-24,
9275,1975-05-25,
9276,1975-05-26,
9277,1975-05-27,
9278,1975-05-28,
9279,1975-05-29,
9280,1975-05-30,
9281,1975-05-31,
9282,1975-06-01,
9283,1975-06-02,
9284,1975-06-03,
9285,1975-06-04,
9286,1975-06-05,
9287,1975-06-06,
9288,1975-06-07,
9289,1975-06-08,
9290,1975-06-09,
9291,1975-06-10,
9292,1975-06-11,
9293,1975-06-12,
9294,1975-06-13,
9295,1975-06-14,
9296,1975-06-15,
9297,1975-06-16,
9298,1975-06-17,
9299,1975-06-18,
9300,1975-06-19,
9301,1975-06-20,
9302,1975-06-21,
9303,1975-06-22,
9304,1975-06-23,
9305,1975-06-24,
9306,1975-06-25,
9307,1975-06-26,
9308,1975-06-27,
9309,1975-06-28,
9310,1975-06-29,
9311,1975-06-30,
9312,1975-07-01,
9313,1975-07-02,
9314,1975-07-03,
9315,1975-07-04,
9316,1975-07-05,
9317,1975-07-06,
9318,1975-07-07,
9319,1975-07-08,
9320,1975-07-09,
9321,1975-07-10,
9322,1975-07-11,
9323,1975-07-12,
9324,1975-07-13,
9325,1975-07-14,
9326,1975-07-15,
9327,1975-07-16,
9328,1975-07-17,
9329,1975-07-18,
9330,1975-07-19,
9331,1975-07-20,
9332,1975-07-21,
9333,1975-07-22,
9334,1975-07-23,
9335,1975-07-24,
9336,1975-07-25,
9337,1975-07-26,
9338,1975-07-27,
9339,1975-07-28,
9340,1975-07-29,
9341,1975-07-30,
9342,1975-07-31,
9343,1975-08-01,
9344,1975-08-02,
9345,1975-08-03,
9346,1975-08-04,
9347,1975-08-05,
9348,1975-08-06,
9349,1975-08-07,
9350,1975-08-08,
9351,1975-08-09,
9352,1975-08-10,
9353,1975-08-11,
9354,1975-08-12,
9355,1975-08-13,
9356,1975-08-14,
9357,1975-08-15,
9358,1975-08-16,
9359,1975-08-17,
9360,1975-08-18,
9361,1975-08-19,
9362,1975-08-20,
9363,1975-08-21,
9364,1975-08-22,
9365,1975-08-23,
9366,1975-08-24,
9367,1975-08-25,
9368,1975-08-26,
9369,1975-08-27,
9370,1975-08-28,
9371,1975-08-29,
9372,1975-08-30,
9373,1975-08-31,
9374,1975-09-01,
9375,1975-09-02,
9376,1975-09-03,
