datum,temperatura,leto,mesec
2010-01-01,5.6,2010,1
2010-01-02,3.4,2010,1
2010-01-03,-0.2,2010,1
2010-01-04,-1.4,2010,1
2010-01-05,-1.0,2010,1
2010-01-06,-1.2,2010,1
2010-01-07,-1.6,2010,1
2010-01-08,-0.8,2010,1
2010-01-09,0.8,2010,1
2010-01-10,1.4,2010,1
2010-01-11,0.7,2010,1
2010-01-12,0.2,2010,1
2010-01-13,-0.4,2010,1
2010-01-14,-0.3,2010,1
2010-01-15,-0.3,2010,1
2010-01-16,-0.5,2010,1
2010-01-17,-1.0,2010,1
2010-01-18,0.3,2010,1
2010-01-19,-2.8,2010,1
2010-01-20,-1.8,2010,1
2010-01-21,-1.6,2010,1
2010-01-22,-2.9,2010,1
2010-01-23,-4.3,2010,1
2010-01-24,-3.6,2010,1
2010-01-25,-3.7,2010,1
2010-01-26,-5.0,2010,1
2010-01-27,-5.7,2010,1
2010-01-28,-7.1,2010,1
2010-01-29,-5.3,2010,1
2010-01-30,-0.2,2010,1
2010-01-31,-0.8,2010,1
